area_alph,area,Mean.totalDensity,Median.totalDensity,SD.totalDensity,lower95,upper95,year.numb,year,N.obs.Area,Species,oldArea
A,1,22.73866946,22.62145965,2.830087374,17.61970302,28.30997145,6,1999,2091,Hippoglossus.stenolepis,1
A,1,18.08299723,17.97065749,2.648515183,13.33518537,23.71107186,7,2001,2091,Hippoglossus.stenolepis,1
A,1,24.69926177,24.57708919,3.413941715,18.64226602,31.96114063,8,2003,2091,Hippoglossus.stenolepis,1
A,1,16.50144817,16.41371926,2.313876223,12.39725221,21.53665985,9,2005,2091,Hippoglossus.stenolepis,1
A,1,14.20695259,14.02067391,2.032914017,10.61529031,18.42850839,10,2007,2091,Hippoglossus.stenolepis,1
A,1,14.55052401,14.40513001,1.840485769,11.42377897,18.57437281,11,2009,2091,Hippoglossus.stenolepis,1
A,1,13.62679875,13.4728349,1.933075867,10.38587802,17.78160274,12,2011,2091,Hippoglossus.stenolepis,1
A,1,9.577567116,9.422744287,1.469531153,7.1865093,12.61740856,13,2013,2091,Hippoglossus.stenolepis,1
A,1,11.17886551,10.96667772,1.658580113,8.310122897,14.73068096,14,2015,2091,Hippoglossus.stenolepis,1
A,1,74.68678134,66.92967685,37.85291452,28.27255648,173.9769119,1,1984,2091,Gadus.chalcogrammus,1
A,1,6.771831359,6.262214632,2.506894111,3.276410449,13.02370543,2,1987,2091,Gadus.chalcogrammus,1
A,1,5.509866408,4.853702625,2.700374677,2.292740198,12.56970324,3,1990,2091,Gadus.chalcogrammus,1
A,1,4.831019131,4.61021405,1.522692685,2.576588974,8.42180283,4,1993,2091,Gadus.chalcogrammus,1
A,1,7.365382819,7.010564208,2.195206752,4.226194365,12.53993647,5,1996,2091,Gadus.chalcogrammus,1
A,1,1.327059665,1.293028209,0.341206331,0.808646629,2.091654351,6,1999,2091,Gadus.chalcogrammus,1
A,1,2.556745461,2.332442963,1.091835895,1.253450738,5.037809416,7,2001,2091,Gadus.chalcogrammus,1
A,1,1.215957898,1.13133294,0.491486073,0.524708079,2.511529759,8,2003,2091,Gadus.chalcogrammus,1
A,1,0.98265379,0.832285483,0.588432781,0.381852913,2.751054937,9,2005,2091,Gadus.chalcogrammus,1
A,1,2.081199461,1.796924001,1.192330005,0.804107854,4.978021711,10,2007,2091,Gadus.chalcogrammus,1
A,1,36.87826798,34.79539647,10.01629844,22.12517917,59.59299871,11,2009,2091,Gadus.chalcogrammus,1
A,1,8.702733946,8.065371473,3.318926875,4.120942392,16.56120605,12,2011,2091,Gadus.chalcogrammus,1
A,1,26.86822588,23.78802375,12.34530248,11.46473584,59.16391809,13,2013,2091,Gadus.chalcogrammus,1
A,1,15.32320181,14.44242232,5.241493547,7.862172519,27.51867529,14,2015,2091,Gadus.chalcogrammus,1
A,1,25.96113789,25.13617356,5.911973512,16.64354459,39.27825297,1,1984,2091,Gadus.macrocephalus,1
A,1,30.13683063,29.74135975,5.708103418,20.27940646,43.56718472,2,1987,2091,Gadus.macrocephalus,1
A,1,35.51498565,34.31326647,7.632564402,23.61745641,53.64354087,3,1990,2091,Gadus.macrocephalus,1
A,1,31.44295355,30.58152575,6.587141522,20.38598549,46.39095491,4,1993,2091,Gadus.macrocephalus,1
A,1,36.25681151,35.32618747,7.428640896,24.88230614,53.84000599,5,1996,2091,Gadus.macrocephalus,1
A,1,13.82764636,13.35506128,3.440432472,8.481549961,21.35401418,6,1999,2091,Gadus.macrocephalus,1
A,1,15.87082357,15.16768244,4.250497348,9.651417058,26.04006012,7,2001,2091,Gadus.macrocephalus,1
A,1,9.313302653,9.043875729,2.322225916,5.54868254,14.39726878,8,2003,2091,Gadus.macrocephalus,1
A,1,7.975753288,7.698348757,2.326009033,4.34477442,13.06163852,9,2005,2091,Gadus.macrocephalus,1
A,1,5.76884111,5.648108432,1.426773783,3.363555668,8.992789183,10,2007,2091,Gadus.macrocephalus,1
A,1,23.11240634,22.69348048,4.381086894,15.64489724,32.19013403,11,2009,2091,Gadus.macrocephalus,1
A,1,56.62613579,54.71030349,12.94415409,36.44872272,87.25980815,12,2011,2091,Gadus.macrocephalus,1
A,1,18.96810815,18.35438746,5.082897596,11.32726015,31.16010352,13,2013,2091,Gadus.macrocephalus,1
A,1,9.863383978,9.616144362,2.123584008,6.185318613,14.81428957,14,2015,2091,Gadus.macrocephalus,1
A,1,2.139410387,2.102246934,0.493075193,1.367492091,3.194179029,1,1984,2091,Glyptocephalus.zachirus,1
A,1,3.322351834,3.269674542,0.594359221,2.279026463,4.566137314,2,1987,2091,Glyptocephalus.zachirus,1
A,1,5.170034421,5.101110772,1.022514886,3.487385433,7.611632927,3,1990,2091,Glyptocephalus.zachirus,1
A,1,4.91091985,4.860865323,0.911558841,3.34159544,6.802633402,4,1993,2091,Glyptocephalus.zachirus,1
A,1,3.496292625,3.437257436,0.619079862,2.457525673,4.865126911,5,1996,2091,Glyptocephalus.zachirus,1
A,1,2.789246391,2.742327604,0.53181167,1.856429457,3.964010775,6,1999,2091,Glyptocephalus.zachirus,1
A,1,3.675350249,3.626451899,0.754006568,2.32429718,5.234918639,7,2001,2091,Glyptocephalus.zachirus,1
A,1,4.833431442,4.793978118,0.951083583,3.18113414,6.803592001,8,2003,2091,Glyptocephalus.zachirus,1
A,1,4.510800876,4.411802036,0.937877989,2.991091773,6.643515233,9,2005,2091,Glyptocephalus.zachirus,1
A,1,5.394953865,5.301892468,1.051163928,3.553258085,7.632430721,10,2007,2091,Glyptocephalus.zachirus,1
A,1,6.580448931,6.525655218,1.117913026,4.630549294,9.024211934,11,2009,2091,Glyptocephalus.zachirus,1
A,1,5.285481228,5.16570945,0.931302096,3.712423245,7.350487312,12,2011,2091,Glyptocephalus.zachirus,1
A,1,5.368087335,5.283229684,1.111619489,3.484381305,7.834417934,13,2013,2091,Glyptocephalus.zachirus,1
A,1,7.070832734,6.902896824,1.269575805,4.903037403,9.798263431,14,2015,2091,Glyptocephalus.zachirus,1
A,1,2.690102125,2.608004674,0.591411888,1.740660558,4.012641469,1,1984,2091,Hippoglossoides.elassodon,1
A,1,2.210541233,2.179340537,0.378082266,1.565668963,3.018824533,2,1987,2091,Hippoglossoides.elassodon,1
A,1,3.239629705,3.181149355,0.621752396,2.189150067,4.635775014,3,1990,2091,Hippoglossoides.elassodon,1
A,1,3.053296588,3.000236515,0.530933316,2.169345303,4.162548108,4,1993,2091,Hippoglossoides.elassodon,1
A,1,3.287569752,3.240149157,0.547991317,2.363621661,4.526703251,5,1996,2091,Hippoglossoides.elassodon,1
A,1,1.913174177,1.897485677,0.362419308,1.291296012,2.739890917,6,1999,2091,Hippoglossoides.elassodon,1
A,1,2.390440357,2.348860384,0.498436461,1.515684133,3.484456617,7,2001,2091,Hippoglossoides.elassodon,1
A,1,3.447121778,3.395570846,0.641143815,2.375375181,4.835884435,8,2003,2091,Hippoglossoides.elassodon,1
A,1,3.325728364,3.274383427,0.629708687,2.265678719,4.691983391,9,2005,2091,Hippoglossoides.elassodon,1
A,1,3.898617162,3.838553753,0.758041973,2.632789085,5.541908978,10,2007,2091,Hippoglossoides.elassodon,1
A,1,5.095389768,5.010225858,0.90067257,3.570347628,7.143677251,11,2009,2091,Hippoglossoides.elassodon,1
A,1,5.640157623,5.560621963,0.94685623,4.016525696,7.774740548,12,2011,2091,Hippoglossoides.elassodon,1
A,1,5.439362241,5.301028828,1.237066533,3.521070535,8.244293393,13,2013,2091,Hippoglossoides.elassodon,1
A,1,5.9128391,5.813889106,1.155778434,4.01136347,8.554250634,14,2015,2091,Hippoglossoides.elassodon,1
A,1,0.487046182,0.474219619,0.123590413,0.286866005,0.777067593,1,1984,2091,Microstomus.pacificus,1
A,1,0.615710204,0.606643151,0.127067676,0.403025076,0.889855462,2,1987,2091,Microstomus.pacificus,1
A,1,1.607686025,1.583716236,0.309653655,1.09402929,2.329735496,3,1990,2091,Microstomus.pacificus,1
A,1,1.393794602,1.370404201,0.266153831,0.961093507,1.989804225,4,1993,2091,Microstomus.pacificus,1
A,1,0.957764754,0.940014133,0.179521569,0.646778705,1.356311596,5,1996,2091,Microstomus.pacificus,1
A,1,0.537655739,0.518229273,0.126922255,0.333108205,0.819266664,6,1999,2091,Microstomus.pacificus,1
A,1,1.018880278,0.997881014,0.229007496,0.648984925,1.503876924,7,2001,2091,Microstomus.pacificus,1
A,1,1.296760869,1.277647295,0.264085245,0.864370249,1.911972937,8,2003,2091,Microstomus.pacificus,1
A,1,1.218866848,1.196004727,0.248790229,0.805233599,1.741096621,9,2005,2091,Microstomus.pacificus,1
A,1,1.304368871,1.273110393,0.255704532,0.860801724,1.827045945,10,2007,2091,Microstomus.pacificus,1
A,1,1.105793791,1.07742751,0.220368174,0.736780223,1.606759739,11,2009,2091,Microstomus.pacificus,1
A,1,0.766507891,0.758460261,0.169906834,0.481914462,1.1472547,12,2011,2091,Microstomus.pacificus,1
A,1,0.532862072,0.510769429,0.156093955,0.293196437,0.897430217,13,2013,2091,Microstomus.pacificus,1
A,1,0.586273825,0.567618826,0.148356713,0.347584485,0.923955179,14,2015,2091,Microstomus.pacificus,1
A,1,2.110885553,1.989847148,0.661074717,1.160528801,3.737901535,1,1984,2091,Anoplopoma.fimbria,1
A,1,4.586208878,4.393346888,1.326578951,2.636504568,7.903683996,2,1987,2091,Anoplopoma.fimbria,1
A,1,1.21636279,1.114774447,0.497326347,0.55112697,2.504814984,3,1990,2091,Anoplopoma.fimbria,1
A,1,0.760086224,0.691347363,0.331805639,0.357918886,1.45457343,4,1993,2091,Anoplopoma.fimbria,1
A,1,0.34278655,0.327041952,0.129912197,0.157545732,0.65263363,5,1996,2091,Anoplopoma.fimbria,1
A,1,0.563629889,0.509839981,0.260542045,0.223735749,1.175094287,6,1999,2091,Anoplopoma.fimbria,1
A,1,0.486940688,0.42997017,0.262721109,0.14254083,1.114871376,7,2001,2091,Anoplopoma.fimbria,1
A,1,0.509572384,0.46259806,0.233855189,0.180981449,1.070694957,8,2003,2091,Anoplopoma.fimbria,1
A,1,0.73070236,0.672291395,0.335770986,0.250389879,1.555616494,9,2005,2091,Anoplopoma.fimbria,1
A,1,0.475395349,0.427729134,0.254958464,0.165834757,1.136702412,10,2007,2091,Anoplopoma.fimbria,1
A,1,0.225717683,0.202649155,0.10280544,0.084634752,0.467758862,11,2009,2091,Anoplopoma.fimbria,1
A,1,0.202579256,0.18412458,0.093131009,0.087766866,0.414630074,12,2011,2091,Anoplopoma.fimbria,1
A,1,0.08691018,0.074584157,0.048762602,0.026421138,0.215279981,13,2013,2091,Anoplopoma.fimbria,1
A,1,0.160647677,0.137017447,0.092083997,0.048719425,0.397676983,14,2015,2091,Anoplopoma.fimbria,1
A,1,0.87677236,0.735536066,0.53506507,0.262041103,2.263844798,1,1984,2091,Sebastes.alutus,1
A,1,3.451884819,3.097693856,1.552671648,1.432189293,7.06153608,2,1987,2091,Sebastes.alutus,1
A,1,4.017180548,3.352691287,2.627837055,1.192356054,10.56471131,3,1990,2091,Sebastes.alutus,1
A,1,13.02942108,11.99888787,5.41439695,5.790474551,26.59559314,4,1993,2091,Sebastes.alutus,1
A,1,11.1496366,9.96659546,5.564374926,4.072046621,25.60146581,5,1996,2091,Sebastes.alutus,1
A,1,5.2347706,4.242986824,3.537429002,1.459391754,15.16504721,6,1999,2091,Sebastes.alutus,1
A,1,3.957893774,3.555698508,1.837517641,1.515642288,8.561848886,7,2001,2091,Sebastes.alutus,1
A,1,8.054375354,7.42436633,3.513938499,3.448528433,17.29877771,8,2003,2091,Sebastes.alutus,1
A,1,7.874868751,7.339035447,3.117623953,3.493301921,15.29027076,9,2005,2091,Sebastes.alutus,1
A,1,2.173814029,1.935697063,1.134291828,0.765032293,4.793773873,10,2007,2091,Sebastes.alutus,1
A,1,10.30528731,9.696776353,3.708507859,5.046579069,19.89359783,11,2009,2091,Sebastes.alutus,1
A,1,10.41068004,9.120327331,4.996293567,4.253841211,23.7361686,12,2011,2091,Sebastes.alutus,1
A,1,43.25629338,40.56785438,15.02279257,22.06084472,78.53156913,13,2013,2091,Sebastes.alutus,1
A,1,26.68289167,24.55038702,12.03855377,10.90619058,57.54727363,14,2015,2091,Sebastes.alutus,1
A,1,0.016181824,0.011867651,0.016115442,0.003237287,0.060557529,1,1984,2091,Thaleichthys.pacificus,1
A,1,0.070496782,0.05935796,0.045374441,0.022141696,0.181353797,2,1987,2091,Thaleichthys.pacificus,1
A,1,0.074727,0.066162788,0.038227482,0.027223295,0.175082188,3,1990,2091,Thaleichthys.pacificus,1
A,1,0.073661628,0.067732492,0.032902879,0.031973109,0.14524942,4,1993,2091,Thaleichthys.pacificus,1
A,1,0.151909618,0.141734834,0.056044535,0.078700217,0.28951427,5,1996,2091,Thaleichthys.pacificus,1
A,1,0.140677852,0.132005939,0.048548359,0.073687843,0.271366071,6,1999,2091,Thaleichthys.pacificus,1
A,1,0.480165124,0.429118027,0.238027175,0.163177447,1.027628422,7,2001,2091,Thaleichthys.pacificus,1
A,1,0.339041616,0.306867999,0.163638202,0.122074534,0.731906248,8,2003,2091,Thaleichthys.pacificus,1
A,1,0.23956324,0.216560682,0.119820633,0.083620699,0.510938686,9,2005,2091,Thaleichthys.pacificus,1
A,1,0.460894091,0.411109974,0.247208328,0.152726326,1.088647788,10,2007,2091,Thaleichthys.pacificus,1
A,1,0.643859468,0.58799008,0.282711005,0.251553472,1.28887161,11,2009,2091,Thaleichthys.pacificus,1
A,1,0.172498,0.154445732,0.078916673,0.068719659,0.382158119,12,2011,2091,Thaleichthys.pacificus,1
A,1,0.087331342,0.075642529,0.051181913,0.028537965,0.230868173,13,2013,2091,Thaleichthys.pacificus,1
A,1,0.07549355,0.061801042,0.054378049,0.021341999,0.21796587,14,2015,2091,Thaleichthys.pacificus,1
A,1,0.001661307,0.001373722,0.001235252,0.000325848,0.004696689,1,1984,2091,Sebastolobus.alascanus,1
A,1,0.00075203,0.000593427,0.000572717,0.000167781,0.002204083,2,1987,2091,Sebastolobus.alascanus,1
A,1,0.00033385,0.000264954,0.000263692,6.14E-05,0.001047897,3,1990,2091,Sebastolobus.alascanus,1
A,1,0.000757164,0.000616915,0.000539733,0.00019555,0.00215718,4,1993,2091,Sebastolobus.alascanus,1
A,1,0.001656192,0.001376465,0.001082478,0.000448595,0.004390861,5,1996,2091,Sebastolobus.alascanus,1
A,1,0.003430867,0.002931109,0.001955201,0.001083277,0.008325651,6,1999,2091,Sebastolobus.alascanus,1
A,1,0.005854766,0.005144522,0.003115883,0.001865233,0.013260722,7,2001,2091,Sebastolobus.alascanus,1
A,1,0.015394905,0.014368678,0.007402607,0.005409647,0.034137109,8,2003,2091,Sebastolobus.alascanus,1
A,1,0.013590904,0.012195417,0.006872951,0.004285902,0.030980316,9,2005,2091,Sebastolobus.alascanus,1
A,1,0.004532593,0.004138995,0.002327666,0.001322407,0.010079751,10,2007,2091,Sebastolobus.alascanus,1
A,1,0.005180679,0.00458612,0.002718301,0.001616923,0.011816157,11,2009,2091,Sebastolobus.alascanus,1
A,1,0.006330769,0.005541051,0.003405486,0.002152838,0.015415301,12,2011,2091,Sebastolobus.alascanus,1
A,1,0.006965087,0.005943357,0.003933942,0.002147342,0.016923742,13,2013,2091,Sebastolobus.alascanus,1
A,1,0.01880962,0.01678019,0.009981331,0.006014425,0.044135411,14,2015,2091,Sebastolobus.alascanus,1
A,1,0.200588394,0.192011278,0.055924882,0.114854824,0.324313391,1,1984,2091,Hemilepidotus.jordani,1
A,1,0.16525026,0.161065692,0.041291757,0.097519877,0.263284486,2,1987,2091,Hemilepidotus.jordani,1
A,1,0.102720635,0.097329624,0.034283669,0.053344255,0.181218004,3,1990,2091,Hemilepidotus.jordani,1
A,1,0.05954231,0.05567801,0.022239806,0.028622538,0.110691774,4,1993,2091,Hemilepidotus.jordani,1
A,1,0.087884318,0.082430118,0.031888494,0.040740651,0.162744481,5,1996,2091,Hemilepidotus.jordani,1
A,1,0.112517045,0.102958914,0.044818961,0.049635469,0.222277967,6,1999,2091,Hemilepidotus.jordani,1
A,1,0.055093337,0.049800438,0.026952374,0.02091753,0.117497388,7,2001,2091,Hemilepidotus.jordani,1
A,1,0.058502097,0.052848544,0.028190283,0.02330494,0.127621138,8,2003,2091,Hemilepidotus.jordani,1
A,1,0.080613461,0.075287281,0.032064409,0.035119446,0.161391656,9,2005,2091,Hemilepidotus.jordani,1
A,1,0.106178244,0.09994949,0.038027631,0.052063185,0.19376279,10,2007,2091,Hemilepidotus.jordani,1
A,1,0.191176029,0.182382207,0.057350106,0.100136918,0.331597516,11,2009,2091,Hemilepidotus.jordani,1
A,1,0.196771822,0.188283736,0.070606365,0.095282164,0.36571092,12,2011,2091,Hemilepidotus.jordani,1
A,1,0.262475495,0.248235369,0.086363048,0.138374143,0.460271481,13,2013,2091,Hemilepidotus.jordani,1
A,1,0.198487101,0.186158334,0.077324395,0.090086135,0.384281026,14,2015,2091,Hemilepidotus.jordani,1
A,1,0.023126264,0.020670463,0.010917473,0.009168438,0.050711355,1,1984,2091,Chionoecetes.bairdi,1
A,1,0.006616998,0.005739815,0.003602374,0.002203812,0.015340925,2,1987,2091,Chionoecetes.bairdi,1
A,1,0.001173528,0.000868395,0.000960931,0.000237911,0.003773856,3,1990,2091,Chionoecetes.bairdi,1
A,1,0.004308826,0.003856405,0.002173425,0.001505145,0.009376368,4,1993,2091,Chionoecetes.bairdi,1
A,1,0.008610809,0.007705407,0.00458712,0.002887586,0.019786694,5,1996,2091,Chionoecetes.bairdi,1
A,1,0.015531572,0.013830208,0.007548633,0.005827422,0.036126059,6,1999,2091,Chionoecetes.bairdi,1
A,1,0.021788393,0.014949321,0.023756512,0.000823564,0.086986599,7,2001,2091,Chionoecetes.bairdi,1
A,1,0.016579976,0.010090287,0.020663524,0.000661213,0.06854478,8,2003,2091,Chionoecetes.bairdi,1
A,1,0.049993449,0.039338502,0.039485572,0.005166754,0.148138307,9,2005,2091,Chionoecetes.bairdi,1
A,1,0.026613859,0.019862826,0.025811627,0.002029117,0.090926673,10,2007,2091,Chionoecetes.bairdi,1
A,1,0.076839609,0.053272323,0.07807243,0.004965909,0.302540847,11,2009,2091,Chionoecetes.bairdi,1
A,1,0.018693003,0.015135915,0.013738989,0.004809164,0.054616654,12,2011,2091,Chionoecetes.bairdi,1
A,1,0.015597751,0.012376951,0.011763754,0.003745357,0.043933313,13,2013,2091,Chionoecetes.bairdi,1
A,1,0.015854429,0.013485158,0.009645706,0.005188116,0.041751937,14,2015,2091,Chionoecetes.bairdi,1
A,1,0.04964553,0.044223326,0.024725889,0.01689024,0.113863887,1,1984,2091,Raja.rhina,1
A,1,0.096198937,0.090865141,0.03396904,0.047428756,0.185021552,2,1987,2091,Raja.rhina,1
A,1,0.27180874,0.262985225,0.074606427,0.157250909,0.44703146,3,1990,2091,Raja.rhina,1
A,1,0.396654454,0.385328354,0.102193397,0.233291673,0.624301156,4,1993,2091,Raja.rhina,1
A,1,0.680710369,0.66631089,0.15057471,0.425575687,1.011087032,5,1996,2091,Raja.rhina,1
A,1,1.195628298,1.17405699,0.248452134,0.774422385,1.72611928,6,1999,2091,Raja.rhina,1
A,1,0.912915421,0.898435581,0.205466616,0.577184068,1.349639811,7,2001,2091,Raja.rhina,1
A,1,0.928790593,0.908667436,0.211529083,0.57434931,1.372466178,8,2003,2091,Raja.rhina,1
A,1,1.106191548,1.095251434,0.233719496,0.717342939,1.638655284,9,2005,2091,Raja.rhina,1
A,1,1.040412799,1.018036054,0.223914108,0.671121308,1.538126226,10,2007,2091,Raja.rhina,1
A,1,1.049160941,1.037857215,0.217564551,0.685624583,1.530061161,11,2009,2091,Raja.rhina,1
A,1,1.025027857,1.009584641,0.218682157,0.654129222,1.490833214,12,2011,2091,Raja.rhina,1
A,1,1.284612055,1.257507156,0.286142332,0.800488397,1.918248875,13,2013,2091,Raja.rhina,1
A,1,1.209836117,1.179654362,0.265958595,0.766431948,1.77948892,14,2015,2091,Raja.rhina,1
A,1,1.392275572,1.191578943,0.836348936,0.473117104,3.375314304,1,1984,2091,Sebastes.polyspinis,1
A,1,8.390873594,7.160328427,4.94666631,2.610067705,21.62504777,2,1987,2091,Sebastes.polyspinis,1
A,1,13.02759,10.0434869,11.3914593,2.614899815,41.67807167,3,1990,2091,Sebastes.polyspinis,1
A,1,37.63999558,33.8735691,18.53607489,13.50561596,85.00770292,4,1993,2091,Sebastes.polyspinis,1
A,1,17.0272189,15.88705171,6.827951231,6.991528195,33.65140664,5,1996,2091,Sebastes.polyspinis,1
A,1,4.457599764,3.662678915,3.014009911,1.483446428,12.24676237,6,1999,2091,Sebastes.polyspinis,1
A,1,4.806777169,4.380396928,2.128447353,2.04279872,10.46072556,7,2001,2091,Sebastes.polyspinis,1
A,1,8.432037762,7.644990634,4.174767846,3.001471916,18.9499077,8,2003,2091,Sebastes.polyspinis,1
A,1,43.88900491,39.79502096,20.16832486,17.77314084,91.04938833,9,2005,2091,Sebastes.polyspinis,1
A,1,26.98422847,24.37036726,13.09611081,9.436106071,59.93334326,10,2007,2091,Sebastes.polyspinis,1
A,1,3.757821835,3.274125542,1.851015716,1.442776997,8.394865166,11,2009,2091,Sebastes.polyspinis,1
A,1,17.70972273,14.83416991,11.44184582,5.401761538,46.40889663,12,2011,2091,Sebastes.polyspinis,1
A,1,72.47355453,66.92172858,31.1733011,32.90726396,149.9994775,13,2013,2091,Sebastes.polyspinis,1
A,1,13.15516754,11.362307,7.747664412,3.970156351,34.4012864,14,2015,2091,Sebastes.polyspinis,1
A,1,0.036893168,0.02896004,0.028933391,0.008118406,0.110563054,1,1984,2091,Squalus.acanthias,1
A,1,0.031153434,0.025761504,0.019191905,0.008805139,0.08197088,2,1987,2091,Squalus.acanthias,1
A,1,0.015939746,0.011169513,0.016798798,0.002420208,0.053189415,3,1990,2091,Squalus.acanthias,1
A,1,0.026936289,0.018738811,0.025532612,0.004183045,0.095844177,4,1993,2091,Squalus.acanthias,1
A,1,0.010318208,0.006582004,0.012488348,0.001058149,0.040200294,5,1996,2091,Squalus.acanthias,1
A,1,0.03748381,0.026009361,0.03754338,0.00600657,0.128714216,6,1999,2091,Squalus.acanthias,1
A,1,0.142397288,0.081941186,0.191282271,0.008461324,0.644017047,7,2001,2091,Squalus.acanthias,1
A,1,0.212452454,0.158284487,0.196177397,0.02129113,0.71088105,8,2003,2091,Squalus.acanthias,1
A,1,0.075887032,0.052101888,0.080131763,0.007727992,0.286148952,9,2005,2091,Squalus.acanthias,1
A,1,0.056656906,0.034446827,0.072756845,0.004493665,0.250313799,10,2007,2091,Squalus.acanthias,1
A,1,0.035511298,0.020844802,0.047505625,0.002627047,0.150975543,11,2009,2091,Squalus.acanthias,1
A,1,0.026555609,0.019107958,0.024385761,0.004381529,0.088679011,12,2011,2091,Squalus.acanthias,1
A,1,0.03985116,0.029576937,0.035908194,0.006575743,0.143023967,13,2013,2091,Squalus.acanthias,1
A,1,0.045709534,0.032508294,0.045441745,0.006602461,0.169103336,14,2015,2091,Squalus.acanthias,1
A,1,8.765863117,8.556052955,1.723294976,6.043888239,12.57173329,1,1984,2091,Lepidopsetta.sp.,1
A,1,7.259732321,7.13445186,1.167124205,5.244715075,9.832372309,2,1987,2091,Lepidopsetta.sp.,1
A,1,7.938343935,7.819854292,1.558684715,5.461558484,11.46342116,3,1990,2091,Lepidopsetta.sp.,1
A,1,4.431717589,4.361722889,0.737150546,3.235816936,6.043520905,4,1993,2091,Lepidopsetta.sp.,1
A,1,4.637347107,4.612549959,0.779154708,3.320048263,6.384383366,5,1996,2091,Lepidopsetta.sp.,1
A,1,4.853650289,4.752519371,1.046024333,3.144052246,7.315422429,6,1999,2091,Lepidopsetta.sp.,1
A,1,5.11299414,4.989581807,1.122629139,3.25496028,7.858023444,7,2001,2091,Lepidopsetta.sp.,1
A,1,3.823425462,3.726999508,0.758947179,2.586883304,5.531781531,8,2003,2091,Lepidopsetta.sp.,1
A,1,4.249107041,4.138574165,0.867700303,2.724559009,6.168788558,9,2005,2091,Lepidopsetta.sp.,1
A,1,4.399850047,4.301004066,0.933568217,2.860460228,6.559526047,10,2007,2091,Lepidopsetta.sp.,1
A,1,6.509110208,6.413390676,0.996945589,4.824860082,8.70886942,11,2009,2091,Lepidopsetta.sp.,1
A,1,4.554037029,4.502937506,0.821214615,3.225291164,6.387595439,12,2011,2091,Lepidopsetta.sp.,1
A,1,3.742729597,3.667106116,0.82663931,2.337129466,5.619661395,13,2013,2091,Lepidopsetta.sp.,1
A,1,3.557479256,3.472364101,0.716367356,2.394906192,5.112747714,14,2015,2091,Lepidopsetta.sp.,1
A,1,0.024884974,0.023277218,0.009421612,0.011067503,0.046506793,1,1984,2091,Bathymaster.signatus,1
A,1,0.042872218,0.040175753,0.014163082,0.02196676,0.076618405,2,1987,2091,Bathymaster.signatus,1
A,1,0.11594576,0.110413092,0.03710693,0.061067352,0.202100762,3,1990,2091,Bathymaster.signatus,1
A,1,0.075258606,0.072008587,0.022499629,0.040411947,0.129869736,4,1993,2091,Bathymaster.signatus,1
A,1,0.126991527,0.123647618,0.030540103,0.078059142,0.196812308,5,1996,2091,Bathymaster.signatus,1
A,1,0.136991739,0.1301601,0.042507244,0.071574265,0.239765855,6,1999,2091,Bathymaster.signatus,1
A,1,0.09587944,0.090715606,0.032890082,0.048126885,0.173695318,7,2001,2091,Bathymaster.signatus,1
A,1,0.1028603,0.098024725,0.031862674,0.054544943,0.176211835,8,2003,2091,Bathymaster.signatus,1
A,1,0.075141839,0.072719733,0.020097723,0.043720144,0.122840476,9,2005,2091,Bathymaster.signatus,1
