"area","Mean.avgPresence","Median.avgPresence","SD.totalPresence","lower95","upper95","year.numb","N.obs.Area","Species"
"10",0.949743096834842,0.954495238848065,0.0252875310207398,0.890146081450464,0.982662791147487,10,"933","Atheresthes.stomias"
"10",0.971162096630539,0.975026227706369,0.0161444736811328,0.930034983503933,0.991767104530922,11,"933","Atheresthes.stomias"
"10",0.977348209582736,0.980987727816954,0.0147638724131678,0.943569930966111,0.994827912209579,12,"933","Atheresthes.stomias"
"10",0.979239189809227,0.982930631283459,0.0146850321672115,0.944185613523802,0.995747126615206,13,"933","Atheresthes.stomias"
"10",0.983641838790109,0.987180620723904,0.0128221716450993,0.95130637034891,0.997535429868475,14,"933","Atheresthes.stomias"
"11",0.929850788825492,0.937309437599131,0.0399980622538544,0.835758799630021,0.982768004239792,1,"1960","Atheresthes.stomias"
"11",0.926072090431139,0.933105848472248,0.0353107113368976,0.842177389003011,0.975077687461725,2,"1960","Atheresthes.stomias"
"11",0.920157758225623,0.926444778374483,0.0326551323351406,0.844676791621158,0.966017874420337,3,"1960","Atheresthes.stomias"
"11",0.953128325523452,0.95745545526926,0.023108076050757,0.895902790965049,0.984362989905216,4,"1960","Atheresthes.stomias"
"11",0.947727356015429,0.95215416093571,0.023869363532059,0.890124580665948,0.981065034177014,5,"1960","Atheresthes.stomias"
"11",0.923129026642024,0.927359870386135,0.0286149457868703,0.851824742619468,0.967547975274088,6,"1960","Atheresthes.stomias"
"11",0.941240098923671,0.946689430595765,0.0304629301518786,0.865436074483962,0.982360526149603,7,"1960","Atheresthes.stomias"
"11",0.949511993125036,0.957270723248835,0.0303459541157245,0.869438185185024,0.986481649556882,8,"1960","Atheresthes.stomias"
"11",0.946625453076262,0.953674493798057,0.0312886036700621,0.867902306681795,0.984635415968333,9,"1960","Atheresthes.stomias"
"11",0.957178211231291,0.964466444493887,0.0284421884746986,0.886041945663887,0.990770402822978,10,"1960","Atheresthes.stomias"
"11",0.975630542368792,0.981078314648358,0.0185486140113103,0.92631915978904,0.995501721032969,11,"1960","Atheresthes.stomias"
"11",0.981716101953958,0.986716050998435,0.0163826732034371,0.937530472757557,0.99684431942266,12,"1960","Atheresthes.stomias"
"11",0.98412306480572,0.988862513699562,0.0152296648947245,0.943772607735226,0.997584716928042,13,"1960","Atheresthes.stomias"
"11",0.988044734531585,0.992246485507627,0.0127321570446402,0.952712623110077,0.998749922541682,14,"1960","Atheresthes.stomias"
"2",0.76406452894635,0.76737464589256,0.0426202449816321,0.671808205533746,0.840472396469875,1,"534","Atheresthes.stomias"
"2",0.787126478871412,0.789112437617106,0.0395795469889302,0.698772584526898,0.856365719576238,2,"534","Atheresthes.stomias"
"2",0.7659314212079,0.768985562381981,0.0449412838507169,0.668651307508336,0.845904334024386,3,"534","Atheresthes.stomias"
"2",0.815840146391365,0.81709757074153,0.034980475878611,0.741792896144015,0.88192355018692,4,"534","Atheresthes.stomias"
"2",0.845775237669707,0.848790779811701,0.0350710995511797,0.769119048294027,0.906507005358516,5,"534","Atheresthes.stomias"
"2",0.915217342487971,0.917243229176251,0.0243936649391389,0.856836589691539,0.95720117375641,6,"534","Atheresthes.stomias"
"2",0.879007497826398,0.881650667546256,0.0298893342517814,0.815104192420148,0.927941996595798,7,"534","Atheresthes.stomias"
"2",0.836003812667666,0.836457928298745,0.0333095245844513,0.766883689332374,0.892959979015495,8,"534","Atheresthes.stomias"
"2",0.87617893411444,0.878476758651402,0.0309441290180837,0.808763407743838,0.929771056133409,9,"534","Atheresthes.stomias"
"2",0.833850447623156,0.836816512446295,0.0376829451241108,0.752307054044033,0.898104774927676,10,"534","Atheresthes.stomias"
"2",0.933653888860866,0.93637839726055,0.0214199028809214,0.886502278914769,0.967786417247201,11,"534","Atheresthes.stomias"
"2",0.92795045099009,0.930948785960171,0.0238312033099556,0.873164429137551,0.967694174457182,12,"534","Atheresthes.stomias"
"2",0.888711326535168,0.891716693879999,0.0322231170415745,0.81706606696823,0.944119057327074,13,"534","Atheresthes.stomias"
"2",0.869147198737132,0.872310054017774,0.0383322360675737,0.784485414105224,0.937272120583968,14,"534","Atheresthes.stomias"
"3",0.725991972790611,0.730960907577497,0.0511765538354735,0.616559204799693,0.8160027082083,1,"455","Atheresthes.stomias"
"3",0.773688771078941,0.778369985967077,0.0474426324655301,0.67182659802392,0.858983303406063,2,"455","Atheresthes.stomias"
"3",0.761962433909082,0.766226041646149,0.0540664108414614,0.646760016273393,0.852418213205324,3,"455","Atheresthes.stomias"
"3",0.802178659675863,0.804772744177895,0.0442355773109417,0.715896071610419,0.87881715957693,4,"455","Atheresthes.stomias"
"3",0.834122155899577,0.838534136588619,0.0417300599438001,0.740724834024269,0.900370223460764,5,"455","Atheresthes.stomias"
"3",0.892420505160204,0.895439945457431,0.0273670963496389,0.829044641989172,0.938277494858944,6,"455","Atheresthes.stomias"
"3",0.866884503940928,0.869776256954491,0.0300167395945513,0.800114672766674,0.916284263801587,7,"455","Atheresthes.stomias"
"3",0.841763528833299,0.8434749072906,0.0336802883574148,0.770354958309854,0.903889413886773,8,"455","Atheresthes.stomias"
"3",0.877693666456775,0.880826287701235,0.0304223207286882,0.811965075887271,0.929748071308685,9,"455","Atheresthes.stomias"
"3",0.838641794259628,0.843847096356832,0.0376730700847963,0.75429413656249,0.900061757380226,10,"455","Atheresthes.stomias"
"3",0.925896923336688,0.929287137315701,0.0222401676986215,0.873691951556422,0.960683531630118,11,"455","Atheresthes.stomias"
"3",0.921174069242675,0.923932848458615,0.0252464670598673,0.864706764472801,0.961485087813368,12,"455","Atheresthes.stomias"
"3",0.89438226620117,0.897771744378693,0.0331635907532415,0.81866987454035,0.947796716112456,13,"455","Atheresthes.stomias"
"3",0.886667834501318,0.892265878831983,0.0359229638504339,0.806020186308147,0.942133737036695,14,"455","Atheresthes.stomias"
"4",0.689435205279912,0.692777864778894,0.0537622999405701,0.575327492215544,0.781284699963048,1,"338","Atheresthes.stomias"
"4",0.750186320151394,0.752718897905558,0.0488231413132143,0.65272282411235,0.838798335057936,2,"338","Atheresthes.stomias"
"4",0.746368581626028,0.749169177041933,0.0551889425250712,0.628438216153601,0.842688046087391,3,"338","Atheresthes.stomias"
"4",0.7749035367499,0.777560502751916,0.0471850374734668,0.677163934140207,0.861280636722329,4,"338","Atheresthes.stomias"
"4",0.8069699952501,0.811353462365213,0.0442837520744764,0.708578338393677,0.880658297389037,5,"338","Atheresthes.stomias"
"4",0.865079583046323,0.867168257802444,0.0310719139893707,0.797503295130075,0.919991809787264,6,"338","Atheresthes.stomias"
"4",0.839030121390246,0.841019964549235,0.0316859110711001,0.771082183754437,0.895477556054981,7,"338","Atheresthes.stomias"
"4",0.817590298367957,0.81865378925322,0.0351767240966865,0.744180160772214,0.881080372812113,8,"338","Atheresthes.stomias"
"4",0.858469960854331,0.861124326667504,0.0307597598961073,0.794753777492044,0.913277830166805,9,"338","Atheresthes.stomias"
"4",0.814503861370035,0.81751073012911,0.0375691510296898,0.72978002620528,0.879600391151878,10,"338","Atheresthes.stomias"
"4",0.906619700408914,0.908948134146551,0.0259597738052079,0.848538518456904,0.94968681941714,11,"338","Atheresthes.stomias"
"4",0.900314418640621,0.903048692717727,0.0287603435562826,0.838280780240172,0.949317651621817,12,"338","Atheresthes.stomias"
"4",0.872840164171157,0.876119046850027,0.0358382122363901,0.789772181308471,0.933944522988886,13,"338","Atheresthes.stomias"
"4",0.86710537988628,0.870532291261574,0.0364834835960229,0.782989014528844,0.928219888497276,14,"338","Atheresthes.stomias"
"5",0.77927560784916,0.782475865412422,0.0480016708398368,0.674839618965316,0.861408713352191,1,"525","Atheresthes.stomias"
"5",0.835361060234839,0.837768547786513,0.0415037169953683,0.748557332272766,0.910838261330727,2,"525","Atheresthes.stomias"
"5",0.836800237181319,0.840645161682055,0.0472947708643504,0.733363747298582,0.916203735975343,3,"525","Atheresthes.stomias"
"5",0.84426261446336,0.846270708708647,0.0425589536750242,0.74777753350853,0.915572434212619,4,"525","Atheresthes.stomias"
"5",0.866397976733832,0.87027472828652,0.0394162354495267,0.781025192914231,0.929207560162538,5,"525","Atheresthes.stomias"
"5",0.910060871690083,0.913561247283263,0.0282464564366978,0.846432475719506,0.955323679630827,6,"525","Atheresthes.stomias"
"5",0.887919512519003,0.890281145373172,0.0296478769272705,0.819094361522237,0.939303971057426,7,"525","Atheresthes.stomias"
"5",0.8701072229695,0.871356422101696,0.0322470571240415,0.802973333765013,0.927096112853257,8,"525","Atheresthes.stomias"
"5",0.908377268599663,0.910580626773143,0.0256683146340133,0.852613945014804,0.951700069995523,9,"525","Atheresthes.stomias"
"5",0.866320967720417,0.869599979227419,0.0338188123677585,0.788505349481081,0.920986250404918,10,"525","Atheresthes.stomias"
"5",0.941670601356973,0.944560746448775,0.0215581872593197,0.893147361099998,0.974208045293044,11,"525","Atheresthes.stomias"
"5",0.935022441072715,0.937832430758738,0.0231937109415432,0.885088668516992,0.970976238443376,12,"525","Atheresthes.stomias"
"5",0.909714443225042,0.913438867024424,0.031596971989804,0.833700836394553,0.959829990612046,13,"525","Atheresthes.stomias"
"5",0.905365569848433,0.908525517450287,0.0309692478186266,0.833461314290622,0.957226490453793,14,"525","Atheresthes.stomias"
"6",0.737601594605317,0.74268683315593,0.0495545175318561,0.635514683404261,0.826234629017999,1,"1143","Atheresthes.stomias"
"6",0.808672188352656,0.810446716475323,0.0438740563792677,0.714171266303622,0.885214037154342,2,"1143","Atheresthes.stomias"
"6",0.831142183922952,0.834081182080428,0.0465930497979193,0.726678863630772,0.913729214801301,3,"1143","Atheresthes.stomias"
"6",0.821593120615192,0.825771479251801,0.0433474625796727,0.727207115375972,0.893641444702894,4,"1143","Atheresthes.stomias"
"6",0.842774137978365,0.845636873074196,0.0426774627828632,0.75238531582071,0.914511328078093,5,"1143","Atheresthes.stomias"
"6",0.889552796229805,0.893447596869367,0.0315781525528822,0.819408065787578,0.940323146014452,6,"1143","Atheresthes.stomias"
"6",0.871260908790731,0.873478420681011,0.0327785963213978,0.800149184183943,0.926814751203062,7,"1143","Atheresthes.stomias"
"6",0.845792963512643,0.848504288330673,0.0353820726523567,0.771903892126127,0.909536539265302,8,"1143","Atheresthes.stomias"
"6",0.897334904929848,0.900021803298699,0.026804196551005,0.841474267916635,0.942116751714341,9,"1143","Atheresthes.stomias"
"6",0.853754277854667,0.855979565817898,0.0340075443847017,0.778577301530498,0.910836833690934,10,"1143","Atheresthes.stomias"
"6",0.928119351259326,0.93096330478429,0.0229042501662743,0.874703084485545,0.964663371182756,11,"1143","Atheresthes.stomias"
"6",0.91066693845994,0.913307426043423,0.0251795640552089,0.857309549164828,0.953588854020238,12,"1143","Atheresthes.stomias"
"6",0.867102314452778,0.872786015456942,0.0380483224707324,0.778835738058504,0.928794928910704,13,"1143","Atheresthes.stomias"
"6",0.868813785715498,0.874818208119279,0.0404006807956544,0.775851375220286,0.931577958628244,14,"1143","Atheresthes.stomias"
"7",0.736615514471445,0.737331225734835,0.0515296558055056,0.633099466970506,0.832284276084595,1,"1766","Atheresthes.stomias"
"7",0.796142950641882,0.799295428341613,0.050518707131705,0.687128525365613,0.88751113221771,2,"1766","Atheresthes.stomias"
"7",0.832438532677794,0.835455059585932,0.0475946530186694,0.729685136177481,0.912799838886174,3,"1766","Atheresthes.stomias"
"7",0.808127865340881,0.810831302607762,0.0468076738249657,0.708422323701631,0.888818314277401,4,"1766","Atheresthes.stomias"
"7",0.831331703106139,0.834981706470181,0.0499514812868867,0.725642254974945,0.912898659705398,5,"1766","Atheresthes.stomias"
"7",0.864190523700107,0.868243345128352,0.0407458082081831,0.774125693572398,0.933944709145377,6,"1766","Atheresthes.stomias"
"7",0.852669734281551,0.856138007455001,0.0426410752135023,0.758332252414949,0.92181272607339,7,"1766","Atheresthes.stomias"
"7",0.813103255967976,0.817807130828896,0.0456372511529892,0.713938392873456,0.887272065484152,8,"1766","Atheresthes.stomias"
"7",0.871603726541229,0.875662270707636,0.0374883766914667,0.782221722781169,0.931045722150571,9,"1766","Atheresthes.stomias"
"7",0.838878116808352,0.842555318841669,0.0420785546058621,0.749438912831986,0.909855764376881,10,"1766","Atheresthes.stomias"
"7",0.90493945298506,0.909466163949247,0.0307673058655657,0.835481538690556,0.955496355841555,11,"1766","Atheresthes.stomias"
"7",0.876434186379463,0.881011668565949,0.0368000633551189,0.793771953488094,0.936435248442489,12,"1766","Atheresthes.stomias"
"7",0.809084260707871,0.813590770336951,0.0502858949343949,0.698409417045225,0.891782840233728,13,"1766","Atheresthes.stomias"
"7",0.824335688215736,0.830475709935892,0.0575779686016384,0.701227891457637,0.9162179979166,14,"1766","Atheresthes.stomias"
"8",0.783047992833333,0.784482143592328,0.0451202339431083,0.687813678034151,0.859532693238862,1,"1320","Atheresthes.stomias"
"8",0.806699920836461,0.808406613120472,0.0436917621047737,0.716787657443152,0.887287306213787,2,"1320","Atheresthes.stomias"
"8",0.808775328856372,0.810674522042174,0.0441510631709567,0.719947078519506,0.890542700280561,3,"1320","Atheresthes.stomias"
"8",0.783180637974804,0.784883753975048,0.0422448202125313,0.690213328993358,0.863073174543269,4,"1320","Atheresthes.stomias"
"8",0.808644650005871,0.810093597358852,0.0433783352867457,0.718391154796545,0.884635231720122,5,"1320","Atheresthes.stomias"
"8",0.799437049318455,0.802610219274095,0.0464244262796897,0.696407278990963,0.876431217897864,6,"1320","Atheresthes.stomias"
"8",0.786629367533538,0.789932987596901,0.0448931853316476,0.693991855587421,0.868544143319265,7,"1320","Atheresthes.stomias"
"8",0.755032230645338,0.756548108867699,0.0416327716923944,0.664940974782479,0.833603740446226,8,"1320","Atheresthes.stomias"
"8",0.790820942948864,0.792340224040587,0.0403544129610147,0.708532817818618,0.866538156355836,9,"1320","Atheresthes.stomias"
"8",0.773588993913042,0.777537193112976,0.0420904868633595,0.685538073766508,0.847366470319783,10,"1320","Atheresthes.stomias"
"8",0.844039893230786,0.84568214199125,0.0361372848768288,0.764869248469863,0.909351730683559,11,"1320","Atheresthes.stomias"
"8",0.84552188408727,0.846233167955708,0.0374349253984854,0.771626263478301,0.912134642147852,12,"1320","Atheresthes.stomias"
"8",0.802980752249559,0.806672549496698,0.0467856190335952,0.706427070852694,0.886309824538088,13,"1320","Atheresthes.stomias"
"8",0.817528978920411,0.820640553358952,0.0499999155333276,0.712139034027408,0.903176533133872,14,"1320","Atheresthes.stomias"
"9",0.953503505278871,0.957082794131142,0.0211796812637441,0.903640030454957,0.983364665047664,1,"698","Atheresthes.stomias"
"9",0.952761129342168,0.956797583618201,0.0204577950355859,0.905275122545403,0.981594658694182,2,"698","Atheresthes.stomias"
"9",0.940842476974947,0.94471257488177,0.0252824626321566,0.876560598018468,0.978156784461067,3,"698","Atheresthes.stomias"
"9",0.95345135247343,0.957159953296681,0.0197557414077288,0.902450860509074,0.982411767364361,4,"698","Atheresthes.stomias"
"9",0.96773390006685,0.969956637314317,0.0142545838828981,0.935003112154304,0.988425118864768,5,"698","Atheresthes.stomias"
"9",0.966090238396448,0.967951883590564,0.0143145229494139,0.933970817868003,0.987024003914122,6,"698","Atheresthes.stomias"
"9",0.967988411749116,0.970573100400909,0.013849151225479,0.937117494056857,0.987671793204818,7,"698","Atheresthes.stomias"
"9",0.966886981475118,0.969470716347943,0.0139927920216552,0.935721020305762,0.986952660941607,8,"698","Atheresthes.stomias"
"9",0.972110274037571,0.974221057544526,0.0125402377564913,0.941254867321132,0.989593702394281,9,"698","Atheresthes.stomias"
"9",0.96257404767238,0.964564028937251,0.0152786605716098,0.926540591868822,0.984808723924535,10,"698","Atheresthes.stomias"
"9",0.972220009365872,0.97339170736101,0.0115899939894655,0.945189594075531,0.989833604309187,11,"698","Atheresthes.stomias"
"9",0.968315149556564,0.970213828739549,0.0145130591159241,0.936251521141991,0.989764326350068,12,"698","Atheresthes.stomias"
"9",0.954474441548337,0.957439171115331,0.0197310562867315,0.910645391562932,0.984034585959331,13,"698","Atheresthes.stomias"
"9",0.95137547464128,0.954998594915253,0.0214248331028946,0.901166596032237,0.983461455091837,14,"698","Atheresthes.stomias"
"Total",0.823240335317531,0.824097456541808,0.0196447636790219,0.782720057868234,0.859664923488612,1,"11763","Atheresthes.stomias"
"Total",0.85171292751614,0.852082211251228,0.0193921071348526,0.813425518039191,0.887845442271137,2,"11763","Atheresthes.stomias"
"Total",0.852561372111548,0.853967644641478,0.0205957365991635,0.809216879071761,0.889139935852124,3,"11763","Atheresthes.stomias"
"Total",0.865808174093961,0.867059024683051,0.0175653469383785,0.828925020122463,0.898527024283721,4,"11763","Atheresthes.stomias"
"Total",0.880797446659071,0.881801792880155,0.0179337148744152,0.84285019336071,0.915401079299231,5,"11763","Atheresthes.stomias"
"Total",0.900899637660319,0.901976827293847,0.0153805183553096,0.869543464896952,0.928531276071337,6,"11763","Atheresthes.stomias"
"Total",0.892021338133218,0.892919684126374,0.0164256952553697,0.8592566984006,0.920644809790493,7,"11763","Atheresthes.stomias"
"Total",0.874191788680312,0.874605942785231,0.0165355333611874,0.840930925152196,0.904658533707593,8,"11763","Atheresthes.stomias"
"Total",0.903417574708955,0.904320886069021,0.0141635574650214,0.872716737702377,0.929549085437615,9,"11763","Atheresthes.stomias"
"Total",0.881949669343352,0.883786245850088,0.0162965066618832,0.848927610623596,0.91084445120483,10,"11763","Atheresthes.stomias"
"Total",0.935559355444161,0.93655395620445,0.0117960749061379,0.908634864619308,0.95621758606214,11,"11763","Atheresthes.stomias"
"Total",0.930375210760281,0.931202488874853,0.0124729472912843,0.90471191588171,0.952846314779638,12,"11763","Atheresthes.stomias"
"Total",0.903765088729941,0.905202561129152,0.0158619936099817,0.872301020911658,0.93117552828894,13,"11763","Atheresthes.stomias"
"Total",0.904752041080638,0.906663236237652,0.0173590758888855,0.867419324405509,0.934688837151472,14,"11763","Atheresthes.stomias"
"1",0.944683430292558,0.947044113080681,0.0164412104979039,0.90872558108826,0.970624302428188,1,"2091","Hippoglossus.stenolepis"
"1",0.98046517130869,0.981435638670779,0.00691772277845923,0.963874026674072,0.990503854246628,2,"2091","Hippoglossus.stenolepis"
"1",0.928992357752703,0.931331999145819,0.0191461196238715,0.887727654842727,0.958635084800155,3,"2091","Hippoglossus.stenolepis"
"1",0.960027997760599,0.961650947010879,0.0111289171049502,0.936717957344932,0.977913081257778,4,"2091","Hippoglossus.stenolepis"
"1",0.929758440653541,0.931487419436147,0.0182730329603193,0.889404605487158,0.959573208279905,5,"2091","Hippoglossus.stenolepis"
"1",0.940113944856582,0.942484256316932,0.0169630698031411,0.901065359144411,0.965708822427904,6,"2091","Hippoglossus.stenolepis"
"1",0.922653972069714,0.932381756770655,0.0444025762152311,0.800045493656276,0.979271100977832,7,"2091","Hippoglossus.stenolepis"
"1",0.922522764667594,0.931636460881421,0.0450458135670157,0.811772669897286,0.979584421256192,8,"2091","Hippoglossus.stenolepis"
"1",0.920169577356213,0.928291247989371,0.0417212550061553,0.822235263927669,0.972221789594191,9,"2091","Hippoglossus.stenolepis"
"1",0.935729947031454,0.942254280147178,0.0324775149428536,0.85390073178911,0.978151641227327,10,"2091","Hippoglossus.stenolepis"
"1",0.915949299812968,0.922938383559731,0.0399230381080134,0.818249940742116,0.969239897983369,11,"2091","Hippoglossus.stenolepis"
"1",0.941627131173982,0.944050135291451,0.0172429043789734,0.900410783766441,0.968018493513567,12,"2091","Hippoglossus.stenolepis"
"1",0.914390951663171,0.916807426245801,0.0238086254247513,0.858665899310099,0.952829440777919,13,"2091","Hippoglossus.stenolepis"
"1",0.9296186771113,0.932438915609542,0.0215588771047511,0.881909072733152,0.964356983484651,14,"2091","Hippoglossus.stenolepis"
"10",0.904164188492009,0.906269779742036,0.0228573802527174,0.852557242048929,0.941225386181443,1,"933","Hippoglossus.stenolepis"
"10",0.91623738874607,0.918278879821137,0.0200377118962065,0.870852933349247,0.950229126319811,2,"933","Hippoglossus.stenolepis"
"10",0.747938945775226,0.748913561381376,0.0400571137922682,0.666869807771938,0.82408285642143,3,"933","Hippoglossus.stenolepis"
"10",0.851048909583436,0.853315747179155,0.0277924735424627,0.789566426839261,0.898782341117339,4,"933","Hippoglossus.stenolepis"
"10",0.688264603225765,0.68941435075869,0.0450919521904978,0.596259707851411,0.772635471730035,5,"933","Hippoglossus.stenolepis"
"10",0.703744734529933,0.705702772791636,0.0448146574564552,0.609075041984066,0.785820101488816,6,"933","Hippoglossus.stenolepis"
"10",0.65038234900156,0.660986324004959,0.118644978439132,0.391881847419451,0.857392072623379,7,"933","Hippoglossus.stenolepis"
"10",0.756009216260348,0.769173144051965,0.0977448447417909,0.52704544539918,0.908817725043598,8,"933","Hippoglossus.stenolepis"
"10",0.705998765424127,0.715719175371242,0.0988907868631753,0.489701578053662,0.871325809872523,9,"933","Hippoglossus.stenolepis"
"10",0.674153269202316,0.682677876465793,0.0986616321593364,0.448193566693141,0.851383741870736,10,"933","Hippoglossus.stenolepis"
"10",0.718456934636666,0.727108335943761,0.0886343244250216,0.535597763471687,0.873197662291226,11,"933","Hippoglossus.stenolepis"
"10",0.789578724258706,0.795083281005019,0.0409518900897873,0.702495744256181,0.857147026714344,12,"933","Hippoglossus.stenolepis"
"10",0.694825137265957,0.697520418393849,0.0515663068010618,0.587186813306069,0.786050252851255,13,"933","Hippoglossus.stenolepis"
"10",0.852340680964962,0.855321201675528,0.0363373742494396,0.771462345310138,0.912627662531312,14,"933","Hippoglossus.stenolepis"
"11",0.85578193435274,0.862971037725576,0.043864204223345,0.757444156390821,0.923593432409601,1,"1960","Hippoglossus.stenolepis"
"11",0.872101266013787,0.875715554368117,0.0352521221661753,0.793101616065312,0.9291357912302,2,"1960","Hippoglossus.stenolepis"
"11",0.722765435587841,0.725222317340281,0.0517242349843611,0.621068000670452,0.820382616481298,3,"1960","Hippoglossus.stenolepis"
"11",0.826424797908111,0.828926133797785,0.0386053915176996,0.744377027090971,0.892849128831697,4,"1960","Hippoglossus.stenolepis"
"11",0.627255282349549,0.630767110209953,0.0539329317928968,0.520232326268479,0.728120194197085,5,"1960","Hippoglossus.stenolepis"
"11",0.635158011518417,0.637596363862857,0.0578927208645245,0.513678030132816,0.740338311283259,6,"1960","Hippoglossus.stenolepis"
"11",0.596754214623179,0.59970983624531,0.131047256961411,0.32240989087251,0.82456286664747,7,"1960","Hippoglossus.stenolepis"
"11",0.703895985703942,0.717497481109444,0.109826949907176,0.463958089060753,0.885979164249477,8,"1960","Hippoglossus.stenolepis"
"11",0.630335539020283,0.637614475113346,0.110793367407507,0.382651745092323,0.829801611879207,9,"1960","Hippoglossus.stenolepis"
"11",0.593917539099751,0.600773266055685,0.116145800685377,0.330342824124076,0.806791669732402,10,"1960","Hippoglossus.stenolepis"
"11",0.649032048729279,0.657287199290349,0.106837881363951,0.420779098256581,0.837529992072095,11,"1960","Hippoglossus.stenolepis"
"11",0.70601334083383,0.711538826126607,0.0643459223988185,0.564130123266289,0.812596786974764,12,"1960","Hippoglossus.stenolepis"
"11",0.627998095359505,0.629762969234157,0.0711780717982894,0.485094874770993,0.759676854551277,13,"1960","Hippoglossus.stenolepis"
"11",0.836243695681092,0.841563121658391,0.0466345518803931,0.73274077638783,0.915093281440393,14,"1960","Hippoglossus.stenolepis"
"2",0.98276343557799,0.983470017566009,0.00567095458616348,0.970203606136813,0.99126582837605,1,"534","Hippoglossus.stenolepis"
"2",0.992933125217501,0.993270775651541,0.00255072640269738,0.986647489907817,0.996806625314639,2,"534","Hippoglossus.stenolepis"
"2",0.966824898453483,0.96796017675112,0.00913943222054609,0.947263631729621,0.982014233403726,3,"534","Hippoglossus.stenolepis"
"2",0.983128125076211,0.983571245394249,0.00464554871506658,0.972580280838336,0.990670998144679,4,"534","Hippoglossus.stenolepis"
"2",0.969234240564814,0.969896582708332,0.00780224778346333,0.950723420922567,0.982370238003896,5,"534","Hippoglossus.stenolepis"
"2",0.971990334179388,0.973057731157701,0.007543874127447,0.953493489555327,0.983992525440532,6,"534","Hippoglossus.stenolepis"
"2",0.957257645596989,0.961723002430855,0.0249905683713132,0.888857769275032,0.988953106192805,7,"534","Hippoglossus.stenolepis"
"2",0.96167869422645,0.966135501081128,0.0220697643464737,0.907468467144695,0.990254489390251,8,"534","Hippoglossus.stenolepis"
"2",0.957805601494334,0.962936116623661,0.0231611337414158,0.899794784137458,0.985856554017425,9,"534","Hippoglossus.stenolepis"
"2",0.962854240202529,0.96699798252216,0.0190078521523546,0.916472856614935,0.988697744525904,10,"534","Hippoglossus.stenolepis"
"2",0.950001276562234,0.954350361675858,0.0242817627467132,0.891717013851619,0.982402732235477,11,"534","Hippoglossus.stenolepis"
"2",0.964065882960277,0.9651812908113,0.0101652594014696,0.941068906408066,0.979620304458169,12,"534","Hippoglossus.stenolepis"
"2",0.952165409423247,0.954278912024182,0.0139081998548794,0.920530216694516,0.973912995022496,13,"534","Hippoglossus.stenolepis"
