Area,Species,Year,meanOcc
1,Gadus.macrocephalus,2015,0.55121823
1,Glyptocephalus.zachirus,1984,0.814198455
1,Glyptocephalus.zachirus,1987,0.894090547
1,Glyptocephalus.zachirus,1990,0.811920299
1,Glyptocephalus.zachirus,1993,0.839497591
1,Glyptocephalus.zachirus,1996,0.776468143
1,Glyptocephalus.zachirus,1999,0.795403714
1,Glyptocephalus.zachirus,2001,0.774749329
1,Glyptocephalus.zachirus,2003,0.799120408
1,Glyptocephalus.zachirus,2005,0.690757324
1,Glyptocephalus.zachirus,2007,0.711162773
1,Glyptocephalus.zachirus,2009,0.773267911
1,Glyptocephalus.zachirus,2011,0.827583132
1,Glyptocephalus.zachirus,2013,0.818099556
1,Glyptocephalus.zachirus,2015,0.757063046
1,Hemilepidotus.jordani,1984,0.098966566
1,Hemilepidotus.jordani,1987,0.088918132
1,Hemilepidotus.jordani,1990,0.022624857
1,Hemilepidotus.jordani,1993,0.011374923
1,Hemilepidotus.jordani,1996,0.006476787
1,Hemilepidotus.jordani,1999,0.004649494
1,Hemilepidotus.jordani,2001,0.003357069
1,Hemilepidotus.jordani,2003,0.003175785
1,Hemilepidotus.jordani,2005,0.003659208
1,Hemilepidotus.jordani,2007,0.002830413
1,Hemilepidotus.jordani,2009,0.0035169
1,Hemilepidotus.jordani,2011,0.003355393
1,Hemilepidotus.jordani,2013,0.003562773
1,Hemilepidotus.jordani,2015,0.004393747
1,Hemitripterus.bolini,1984,0.069826856
1,Hemitripterus.bolini,1987,0.068964033
1,Hemitripterus.bolini,1990,0.028078567
1,Hemitripterus.bolini,1993,0.028199991
1,Hemitripterus.bolini,1996,0.012354067
1,Hemitripterus.bolini,1999,0.008858743
1,Hemitripterus.bolini,2001,0.008860016
1,Hemitripterus.bolini,2003,0.010319182
1,Hemitripterus.bolini,2005,0.011259372
1,Hemitripterus.bolini,2007,0.009932383
1,Hemitripterus.bolini,2009,0.012576734
1,Hemitripterus.bolini,2011,0.016497186
1,Hemitripterus.bolini,2013,0.014780635
1,Hemitripterus.bolini,2015,0.017488704
1,Hexagrammos.decagrammus,1984,0.051971612
1,Hexagrammos.decagrammus,1987,0.056058368
1,Hexagrammos.decagrammus,1990,0.047297054
1,Hexagrammos.decagrammus,1993,0.044005615
1,Hexagrammos.decagrammus,1996,0.034037212
1,Hexagrammos.decagrammus,1999,0.031930519
1,Hexagrammos.decagrammus,2001,0.029501116
1,Hexagrammos.decagrammus,2003,0.026783655
1,Hexagrammos.decagrammus,2005,0.025919157
1,Hexagrammos.decagrammus,2007,0.023768369
1,Hexagrammos.decagrammus,2009,0.022873882
1,Hexagrammos.decagrammus,2011,0.019066178
1,Hexagrammos.decagrammus,2013,0.019072363
1,Hexagrammos.decagrammus,2015,0.020347791
1,Hippoglossoides.elassodon,1984,0.852526727
1,Hippoglossoides.elassodon,1987,0.862069893
1,Hippoglossoides.elassodon,1990,0.845266481
1,Hippoglossoides.elassodon,1993,0.834918445
1,Hippoglossoides.elassodon,1996,0.793713342
1,Hippoglossoides.elassodon,1999,0.758289225
1,Hippoglossoides.elassodon,2001,0.719819442
1,Hippoglossoides.elassodon,2003,0.728357197
1,Hippoglossoides.elassodon,2005,0.697479279
1,Hippoglossoides.elassodon,2007,0.729367407
1,Hippoglossoides.elassodon,2009,0.73702092
1,Hippoglossoides.elassodon,2011,0.760048124
1,Hippoglossoides.elassodon,2013,0.760886421
1,Hippoglossoides.elassodon,2015,0.70314248
1,Hippoglossus.stenolepis,1984,0.855674979
1,Hippoglossus.stenolepis,1987,0.87417212
1,Hippoglossus.stenolepis,1990,0.723472642
1,Hippoglossus.stenolepis,1993,0.828894766
1,Hippoglossus.stenolepis,1996,0.635047389
1,Hippoglossus.stenolepis,1999,0.64531782
1,Hippoglossus.stenolepis,2001,0.604073009
1,Hippoglossus.stenolepis,2003,0.71323736
1,Hippoglossus.stenolepis,2005,0.646903622
1,Hippoglossus.stenolepis,2007,0.612367503
1,Hippoglossus.stenolepis,2009,0.671654169
1,Hippoglossus.stenolepis,2011,0.72340348
1,Hippoglossus.stenolepis,2013,0.65186377
1,Hippoglossus.stenolepis,2015,0.848713619
1,Hyas.lyratus,1984,0.04826887
1,Hyas.lyratus,1987,0.002330626
1,Hyas.lyratus,1990,0.027515728
1,Hyas.lyratus,1993,0.042351796
1,Hyas.lyratus,1996,0.155974551
1,Hyas.lyratus,1999,0.205884958
1,Hyas.lyratus,2001,0.196978991
1,Hyas.lyratus,2003,0.217621284
1,Hyas.lyratus,2005,0.190458118
1,Hyas.lyratus,2007,0.165290264
1,Hyas.lyratus,2009,0.196748821
1,Hyas.lyratus,2011,0.162400349
1,Hyas.lyratus,2013,0.175188784
1,Hyas.lyratus,2015,0.124605104
1,Isopsetta.isolepis,1984,0.039807686
1,Isopsetta.isolepis,1987,0.037886654
1,Isopsetta.isolepis,1990,0.039115493
1,Isopsetta.isolepis,1993,0.040464615
1,Isopsetta.isolepis,1996,0.041643968
1,Isopsetta.isolepis,1999,0.045072955
1,Isopsetta.isolepis,2001,0.049014015
1,Isopsetta.isolepis,2003,0.053784553
1,Isopsetta.isolepis,2005,0.056599473
1,Isopsetta.isolepis,2007,0.060830456
1,Isopsetta.isolepis,2009,0.063458021
1,Isopsetta.isolepis,2011,0.067386072
1,Isopsetta.isolepis,2013,0.06830993
1,Isopsetta.isolepis,2015,0.067858955
1,Lepidopsetta.sp.,1984,0.386606109
1,Lepidopsetta.sp.,1987,0.422200839
1,Lepidopsetta.sp.,1990,0.302372828
1,Lepidopsetta.sp.,1993,0.281040517
1,Lepidopsetta.sp.,1996,0.246992226
1,Lepidopsetta.sp.,1999,0.287696299
1,Lepidopsetta.sp.,2001,0.21825636
1,Lepidopsetta.sp.,2003,0.214747337
1,Lepidopsetta.sp.,2005,0.219731034
1,Lepidopsetta.sp.,2007,0.212161953
1,Lepidopsetta.sp.,2009,0.192279658
1,Lepidopsetta.sp.,2011,0.173913077
1,Lepidopsetta.sp.,2013,0.180731947
1,Lepidopsetta.sp.,2015,0.169497935
1,Limanda.aspera,1984,0.016730215
1,Limanda.aspera,1987,0.009379799
1,Limanda.aspera,1990,0.006011984
1,Limanda.aspera,1993,0.004290518
1,Limanda.aspera,1996,0.003961242
1,Limanda.aspera,1999,0.003884902
1,Limanda.aspera,2001,0.003160927
1,Limanda.aspera,2003,0.003706531
1,Limanda.aspera,2005,0.004382587
1,Limanda.aspera,2007,0.004462913
1,Limanda.aspera,2009,0.005978944
1,Limanda.aspera,2011,0.005266283
1,Limanda.aspera,2013,0.005651604
1,Limanda.aspera,2015,0.005749416
1,Lycodes.brevipes,1984,0.190549625
1,Lycodes.brevipes,1987,0.089223929
1,Lycodes.brevipes,1990,0.273257411
1,Lycodes.brevipes,1993,0.273338074
1,Lycodes.brevipes,1996,0.545900466
1,Lycodes.brevipes,1999,0.511773706
1,Lycodes.brevipes,2001,0.593474045
1,Lycodes.brevipes,2003,0.615041104
1,Lycodes.brevipes,2005,0.462844675
1,Lycodes.brevipes,2007,0.453261704
1,Lycodes.brevipes,2009,0.492376807
1,Lycodes.brevipes,2011,0.301422479
1,Lycodes.brevipes,2013,0.394790479
1,Lycodes.brevipes,2015,0.314439015
1,Lycodes.palearis,1984,0.364849063
1,Lycodes.palearis,1987,0.378239678
1,Lycodes.palearis,1990,0.485677715
1,Lycodes.palearis,1993,0.565223627
1,Lycodes.palearis,1996,0.497554931
1,Lycodes.palearis,1999,0.474232071
1,Lycodes.palearis,2001,0.554008611
1,Lycodes.palearis,2003,0.572165634
1,Lycodes.palearis,2005,0.52919921
1,Lycodes.palearis,2007,0.635385891
1,Lycodes.palearis,2009,0.563147687
1,Lycodes.palearis,2011,0.556975748
1,Lycodes.palearis,2013,0.448069219
1,Lycodes.palearis,2015,0.274407279
1,Lyopsetta.exilis,1984,0.000629055
1,Lyopsetta.exilis,1987,0.000612169
1,Lyopsetta.exilis,1990,0.001788
1,Lyopsetta.exilis,1993,0.003786099
1,Lyopsetta.exilis,1996,0.003790874
1,Lyopsetta.exilis,1999,0.004865813
1,Lyopsetta.exilis,2001,0.011004364
1,Lyopsetta.exilis,2003,0.023405052
1,Lyopsetta.exilis,2005,0.004727782
1,Lyopsetta.exilis,2007,0.007659505
1,Lyopsetta.exilis,2009,0.008360568
1,Lyopsetta.exilis,2011,0.01152873
1,Lyopsetta.exilis,2013,0.014913969
1,Lyopsetta.exilis,2015,0.01179671
1,Malacocottus.zonurus,1984,0.003457205
1,Malacocottus.zonurus,1987,0.003061498
1,Malacocottus.zonurus,1990,0.002926999
1,Malacocottus.zonurus,1993,0.002741497
1,Malacocottus.zonurus,1996,0.002790986
1,Malacocottus.zonurus,1999,0.002702539
1,Malacocottus.zonurus,2001,0.003024772
1,Malacocottus.zonurus,2003,0.003180318
1,Malacocottus.zonurus,2005,0.003591528
1,Malacocottus.zonurus,2007,0.004326065
1,Malacocottus.zonurus,2009,0.003854719
1,Malacocottus.zonurus,2011,0.003288443
1,Malacocottus.zonurus,2013,0.003785013
1,Malacocottus.zonurus,2015,0.004332715
1,Mallotus.villosus,1984,0.094944124
1,Mallotus.villosus,1987,0.070907547
1,Mallotus.villosus,1990,0.067975793
1,Mallotus.villosus,1993,0.107760874
1,Mallotus.villosus,1996,0.339046323
1,Mallotus.villosus,1999,0.263730164
1,Mallotus.villosus,2001,0.505350415
1,Mallotus.villosus,2003,0.478912392
1,Mallotus.villosus,2005,0.370961318
1,Mallotus.villosus,2007,0.412653726
1,Mallotus.villosus,2009,0.323852525
1,Mallotus.villosus,2011,0.497040142
1,Mallotus.villosus,2013,0.517903622
1,Mallotus.villosus,2015,0.502205762
1,Microstomus.pacificus,1984,0.837812785
1,Microstomus.pacificus,1987,0.85720513
1,Microstomus.pacificus,1990,0.80896816
1,Microstomus.pacificus,1993,0.790032465
1,Microstomus.pacificus,1996,0.742842971
1,Microstomus.pacificus,1999,0.676968512
1,Microstomus.pacificus,2001,0.680761394
1,Microstomus.pacificus,2003,0.680507107
1,Microstomus.pacificus,2005,0.662046114
1,Microstomus.pacificus,2007,0.669912672
1,Microstomus.pacificus,2009,0.708676536
1,Microstomus.pacificus,2011,0.762769943
1,Microstomus.pacificus,2013,0.735713522
1,Microstomus.pacificus,2015,0.739372194
1,Myctophidae,1984,0.000225112
1,Myctophidae,1987,7.84E-05
1,Myctophidae,1990,0.000126212
1,Myctophidae,1993,0.000454018
1,Myctophidae,1996,0.002426394
1,Myctophidae,1999,0.005497792
1,Myctophidae,2001,0.001044222
1,Myctophidae,2003,0.001270597
1,Myctophidae,2005,0.001061707
1,Myctophidae,2007,9.88E-05
1,Myctophidae,2009,3.95E-05
1,Myctophidae,2011,0.00023843
1,Myctophidae,2013,5.66E-05
1,Myctophidae,2015,2.03E-05
1,Myoxocephalus.polyacanthocephalus,1984,0.001775728
1,Myoxocephalus.polyacanthocephalus,1987,0.00140498
1,Myoxocephalus.polyacanthocephalus,1990,0.001055035
1,Myoxocephalus.polyacanthocephalus,1993,0.000936272
1,Myoxocephalus.polyacanthocephalus,1996,0.000885763
1,Myoxocephalus.polyacanthocephalus,1999,0.000851709
1,Myoxocephalus.polyacanthocephalus,2001,0.000843906
1,Myoxocephalus.polyacanthocephalus,2003,0.001039558
1,Myoxocephalus.polyacanthocephalus,2005,0.001076868
1,Myoxocephalus.polyacanthocephalus,2007,0.00124843
1,Myoxocephalus.polyacanthocephalus,2009,0.001376265
1,Myoxocephalus.polyacanthocephalus,2011,0.001391507
1,Myoxocephalus.polyacanthocephalus,2013,0.001401331
1,Myoxocephalus.polyacanthocephalus,2015,0.001223181
1,Oncorhynchus.keta,1984,0.117142475
1,Oncorhynchus.keta,1987,0.04926444
1,Oncorhynchus.keta,1990,0.029169777
1,Oncorhynchus.keta,1993,0.03453591
1,Oncorhynchus.keta,1996,0.08370878
1,Oncorhynchus.keta,1999,0.134532902
1,Oncorhynchus.keta,2001,0.15519835
1,Oncorhynchus.keta,2003,0.101727029
1,Oncorhynchus.keta,2005,0.055427992
1,Oncorhynchus.keta,2007,0.052879838
1,Oncorhynchus.keta,2009,0.057503934
1,Oncorhynchus.keta,2011,0.118228089
1,Oncorhynchus.keta,2013,0.2480055
1,Oncorhynchus.keta,2015,0.200136377
1,Oncorhynchus.tshawytscha,1984,0.093375542
1,Oncorhynchus.tshawytscha,1987,0.139136882
1,Oncorhynchus.tshawytscha,1990,0.137843685
1,Oncorhynchus.tshawytscha,1993,0.198875521
1,Oncorhynchus.tshawytscha,1996,0.160260327
1,Oncorhynchus.tshawytscha,1999,0.078617363
1,Oncorhynchus.tshawytscha,2001,0.137251314
1,Oncorhynchus.tshawytscha,2003,0.187836319
1,Oncorhynchus.tshawytscha,2005,0.23116931
1,Oncorhynchus.tshawytscha,2007,0.15672583
1,Oncorhynchus.tshawytscha,2009,0.187030733
1,Oncorhynchus.tshawytscha,2011,0.392882422
1,Oncorhynchus.tshawytscha,2013,0.257025577
1,Oncorhynchus.tshawytscha,2015,0.254437964
1,Ophiodon.elongatus,1984,0.369556506
1,Ophiodon.elongatus,1987,0.408881433
1,Ophiodon.elongatus,1990,0.353369941
1,Ophiodon.elongatus,1993,0.424603821
1,Ophiodon.elongatus,1996,0.304477998
1,Ophiodon.elongatus,1999,0.370072275
1,Ophiodon.elongatus,2001,0.440692539
1,Ophiodon.elongatus,2003,0.435264312
1,Ophiodon.elongatus,2005,0.488374974
1,Ophiodon.elongatus,2007,0.415039477
1,Ophiodon.elongatus,2009,0.370710804
1,Ophiodon.elongatus,2011,0.322451324
1,Ophiodon.elongatus,2013,0.220749059
1,Ophiodon.elongatus,2015,0.208922409
1,Parophrys.vetulus,1984,0.25669855
1,Parophrys.vetulus,1987,0.272779788
1,Parophrys.vetulus,1990,0.304714824
1,Parophrys.vetulus,1993,0.297791316
1,Parophrys.vetulus,1996,0.234610976
1,Parophrys.vetulus,1999,0.206528004
1,Parophrys.vetulus,2001,0.19324167
1,Parophrys.vetulus,2003,0.174176621
1,Parophrys.vetulus,2005,0.168286834
1,Parophrys.vetulus,2007,0.178776966
1,Parophrys.vetulus,2009,0.181633512
1,Parophrys.vetulus,2011,0.202748692
1,Parophrys.vetulus,2013,0.203344531
1,Parophrys.vetulus,2015,0.214979913
1,Platichthys.stellatus,1984,0.03642134
1,Platichthys.stellatus,1987,0.0328828
1,Platichthys.stellatus,1990,0.027513058
1,Platichthys.stellatus,1993,0.024562057
1,Platichthys.stellatus,1996,0.024080332
1,Platichthys.stellatus,1999,0.025210029
1,Platichthys.stellatus,2001,0.027288923
1,Platichthys.stellatus,2003,0.02935257
1,Platichthys.stellatus,2005,0.03018369
1,Platichthys.stellatus,2007,0.030844641
1,Platichthys.stellatus,2009,0.030716989
1,Platichthys.stellatus,2011,0.034850103
1,Platichthys.stellatus,2013,0.034987066
1,Platichthys.stellatus,2015,0.038332731
1,Pleurogrammus.monopterygius,1984,0.003332995
1,Pleurogrammus.monopterygius,1987,0.003196358
1,Pleurogrammus.monopterygius,1990,0.001841686
1,Pleurogrammus.monopterygius,1993,0.002965239
1,Pleurogrammus.monopterygius,1996,0.008019228
1,Pleurogrammus.monopterygius,1999,0.009484587
1,Pleurogrammus.monopterygius,2001,0.027509745
1,Pleurogrammus.monopterygius,2003,0.351274765
1,Pleurogrammus.monopterygius,2005,0.025269774
1,Pleurogrammus.monopterygius,2007,0.022920332
1,Pleurogrammus.monopterygius,2009,0.047272641
1,Pleurogrammus.monopterygius,2011,0.022565587
1,Pleurogrammus.monopterygius,2013,0.112146941
1,Pleurogrammus.monopterygius,2015,0.089046239
1,Pleuronectes.quadrituberculatus,1984,0.009872344
1,Pleuronectes.quadrituberculatus,1987,0.008035468
1,Pleuronectes.quadrituberculatus,1990,0.006630275
1,Pleuronectes.quadrituberculatus,1993,0.006086048
1,Pleuronectes.quadrituberculatus,1996,0.005975948
1,Pleuronectes.quadrituberculatus,1999,0.005606259
1,Pleuronectes.quadrituberculatus,2001,0.00475173
1,Pleuronectes.quadrituberculatus,2003,0.004754407
1,Pleuronectes.quadrituberculatus,2005,0.004597907
1,Pleuronectes.quadrituberculatus,2007,0.004038437
1,Pleuronectes.quadrituberculatus,2009,0.003733123
1,Pleuronectes.quadrituberculatus,2011,0.003650107
1,Pleuronectes.quadrituberculatus,2013,0.003630843
1,Pleuronectes.quadrituberculatus,2015,0.00348471
1,Podothecus.accipenserinus,1984,0.030818004
1,Podothecus.accipenserinus,1987,0.02051123
1,Podothecus.accipenserinus,1990,0.016695199
1,Podothecus.accipenserinus,1993,0.018657931
1,Podothecus.accipenserinus,1996,0.009940612
1,Podothecus.accipenserinus,1999,0.012833575
1,Podothecus.accipenserinus,2001,0.012921093
1,Podothecus.accipenserinus,2003,0.011455537
1,Podothecus.accipenserinus,2005,0.011779389
1,Podothecus.accipenserinus,2007,0.015293567
1,Podothecus.accipenserinus,2009,0.026543364
1,Podothecus.accipenserinus,2011,0.016182496
1,Podothecus.accipenserinus,2013,0.019053372
1,Podothecus.accipenserinus,2015,0.015807457
1,Raja.binoculata,1984,0.337904752
1,Raja.binoculata,1987,0.420158932
1,Raja.binoculata,1990,0.24376216
1,Raja.binoculata,1993,0.332371135
1,Raja.binoculata,1996,0.264230957
1,Raja.binoculata,1999,0.278815479
1,Raja.binoculata,2001,0.188159247
1,Raja.binoculata,2003,0.221472413
1,Raja.binoculata,2005,0.212330409
1,Raja.binoculata,2007,0.272399797
1,Raja.binoculata,2009,0.252271272
1,Raja.binoculata,2011,0.289886754
1,Raja.binoculata,2013,0.214513993
1,Raja.binoculata,2015,0.309998028
1,Raja.rhina,1984,0.145743442
1,Raja.rhina,1987,0.205194597
1,Raja.rhina,1990,0.235119298
1,Raja.rhina,1993,0.324983313
1,Raja.rhina,1996,0.286370166
1,Raja.rhina,1999,0.309250764
1,Raja.rhina,2001,0.311576656
1,Raja.rhina,2003,0.412062328
1,Raja.rhina,2005,0.428829637
1,Raja.rhina,2007,0.368244327
1,Raja.rhina,2009,0.390318371
1,Raja.rhina,2011,0.409421153
1,Raja.rhina,2013,0.454347523
1,Raja.rhina,2015,0.35639632
1,Rougheye.and.Blackspotted.Rockfish,1984,0.393551477
1,Rougheye.and.Blackspotted.Rockfish,1987,0.409086571
1,Rougheye.and.Blackspotted.Rockfish,1990,0.42049555
1,Rougheye.and.Blackspotted.Rockfish,1993,0.420012407
1,Rougheye.and.Blackspotted.Rockfish,1996,0.393397884
1,Rougheye.and.Blackspotted.Rockfish,1999,0.389215378
1,Rougheye.and.Blackspotted.Rockfish,2001,0.394057246
1,Rougheye.and.Blackspotted.Rockfish,2003,0.401174704
1,Rougheye.and.Blackspotted.Rockfish,2005,0.417791566
1,Rougheye.and.Blackspotted.Rockfish,2007,0.427514705
1,Rougheye.and.Blackspotted.Rockfish,2009,0.436698881
1,Rougheye.and.Blackspotted.Rockfish,2011,0.417363319
1,Rougheye.and.Blackspotted.Rockfish,2013,0.437548178
1,Rougheye.and.Blackspotted.Rockfish,2015,0.429790548
1,Sebastes.alutus,1984,0.077430582
1,Sebastes.alutus,1987,0.080700381
1,Sebastes.alutus,1990,0.083070543
1,Sebastes.alutus,1993,0.087715168
1,Sebastes.alutus,1996,0.08990778
1,Sebastes.alutus,1999,0.131741326
1,Sebastes.alutus,2001,0.175464894
1,Sebastes.alutus,2003,0.202784431
1,Sebastes.alutus,2005,0.256344184
1,Sebastes.alutus,2007,0.270297017
1,Sebastes.alutus,2009,0.363888124
1,Sebastes.alutus,2011,0.314642826
1,Sebastes.alutus,2013,0.310991625
1,Sebastes.alutus,2015,0.281955007
1,Sebastes.babcocki,1984,0.001106035
1,Sebastes.babcocki,1987,0.001326036
1,Sebastes.babcocki,1990,0.001095877
1,Sebastes.babcocki,1993,0.001065747
1,Sebastes.babcocki,1996,0.000984146
1,Sebastes.babcocki,1999,0.001031766
1,Sebastes.babcocki,2001,0.001010089
1,Sebastes.babcocki,2003,0.000951047
1,Sebastes.babcocki,2005,0.001158947
