"","Lat","Lon","Station","Year","DateTime","Stratum","BottomDepth","BottomTemp","SurfTemp","Cruise","Haul","sum.CPUE","Atheresthesstomias","Hippoglossusstenolepis","Theragrachalcogramma","Gadusmacrocephalus","Glyptocephaluszachirus","Hippoglossoideselassodon","Microstomuspacificus","Anoplopomafimbria","Sebastesalutus","Thaleichthyspacificus","Sebastolobusalascanus","Hemilepidotusjordani","Lepidopsettabilineata","Lepidopsettapolyxystra","Lepidopsettasp.","Chionoecetesbairdi","Squalusacanthias","Sebastespolyspinis","Berryteuthismagister","Rajarhina","Bathymastersignatus","Malacocottuszonurus","Hyaslyratus","Hemitripterusbolini","Mallotusvillosus","Dasycottussetiger","Lycodesbrevipes","Lycodespalearis","Ophiodonelongatus","Sebastesbabcocki","Rajabinoculata","Isopsettaisolepis","Myoxocephaluspolyacanthocephalus","Sebastesborealis","Sebastesvariegatus","Bathyrajainterrupta","Sebasteszacentrus","Pleurogrammusmonopterygius","Zaprorasilenus","Parophrysvetulus","Bathyrajaaleutica","Albatrossiapectoralis","Sebastesbrevispinis","Hexagrammosdecagrammus","Limandaaspera","Clupeapallasi","Platichthysstellatus","Lyopsettaexilis","Hydrolaguscolliei","Oncorhynchustshawytscha","Pleuronectesquadrituberculatus","Myctophidae","Sebasteshelvomaculatus","Sebastesproriger","rougheyeandblackspottedrockfishunid.","Sebastesaleutianus","Sebastesmelanostictus","Sebastes aleutianus","Sebastes melanostictus","duskyanddarkrockfishesunid","Sebastesvariabilis","Sebastesciliatus","Merlucciusproductus"
"21",53.08517,-167.926,"25-19",1984,"07/12/198407:00",111,112,5.3,-9999,198401,96,43.9151,1.8118,9.0387,8.8574,7.7503,0.1509,0.1509,0,0,0,0,0,0.604,0,0,14.1921,0,0.5033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"22",53.129,-166.5945,"41-20",1984,"07/21/198400:00",510,724,4.8,11.5,198401,33,254.167,0.2646,0,0,0,0,0,3.5613,5.0468,0,0,9.0966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228.8106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23",53.16567,-166.56983,"42-21",1984,"07/21/198422:00",410,530,5,11.3,198401,32,81.1295,0,0,0,0,0.0822,0,4.9314,18.8206,0,0,17.9428,0,0,0,0,0,0,0,1.2507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.1407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"24",53.17133,-166.561,"42-21",1984,"07/21/198415:00",410,549,3.6,11.2,198401,142,68.2358,0.4239,0,0,0,0,0,4.5208,10.5954,0.9889,0,8.4766,0,0,0,0,0,0,0.1414,5.3686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"25",53.207,-166.57567,"41-22",1984,"07/21/198420:00",310,410,5,11.5,198401,31,134.8993,0.4982,0,0,0,6.3174,0.0257,3.9445,68.7977,0.9964,0,14.4529,0,0,0,0.0976,0,0,0.226,10.7344,0,0,0.0257,0,0,0,0,0,0,0,0,0,0,0,7.3138,0,0,0,0,0,0,0,16.4509,0,0,0,0,0,0,0,0,0,0,0,0,2.6708,0,0,0,0,0,0,0,0
"26",53.23067,-168.00983,"24-23",1984,"07/12/198409:00",10,40,5.7,6.4,198401,97,12.341,0,1.7212,0.0107,1.1909,0,0,0,0,0,0,0,0,0,0,2.4899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"27",53.23633,-166.59967,"41-22",1984,"07/21/198412:00",310,331,4,11.2,198401,141,68.508,3.6564,0,0,0,2.7903,0,0.6735,12.1237,0.1442,0,3.9449,0,0,0,0.0482,0,0,0,0,0,0,0.0963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.9448,0,0,0,0,0,0,0,0
"28",53.26633,-166.60183,"41-23",1984,"07/21/198419:00",210,234,6.3,9.3,198401,30,193.8819,14.3673,0,132.1469,6.7037,17.8105,0.5942,0,2.1482,5.3324,0,13.5903,0,0,0,0.5561,0,0,0.6323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"29",53.28233,-166.60767,"41-24",1984,"07/21/198410:00",210,216,5.1,10.8,198401,140,218.8223,3.8747,0,121.0838,12.399,1.6467,0.2906,0.2906,1.6467,61.2198,0,0.4843,0.5813,0,0,10.4616,0,0,4.1652,0,0,0,0.2906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"30",53.29117,-167.05883,"36-24",1984,"07/12/198416:00",111,101,5.3,6.7,198401,101,257.3027,3.692,5.1507,201.9142,28.5925,0.0595,0,0,0,0,0,0,0.3871,0,0,16.3357,0,0,0.1984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"31",53.30617,-166.63617,"41-25",1984,"07/21/198408:00",111,172,5.4,9.4,198401,139,252.4627,11.1863,0,200.2593,20.2892,1.7546,0.987,0,0,3.6193,0,0,0.4386,0,0,7.8964,0,0,0.2193,0,0,0,0,0,0,0,0,0,0,0,0,3.7288,0,1.2065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"32",53.31467,-166.601,"41-25",1984,"07/21/198416:00",111,168,6.7,9.2,198401,28,215.0135,8.1698,0.7715,177.4879,19.8673,0.7385,0.9956,0.1583,0.6396,0,0,0,0.9626,0,0,5.0641,0,0,0,0,0,0,0.033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"33",53.317,-165.97833,"49-24",1984,"07/24/198422:00",510,710,3.5,11.2,198401,47,329.6346,0,0,0,0,0,0,0.1786,5.0792,0,0,23.668,0,0,0,0,0,0,0,0.1261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,295.9919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"34",53.3485,-166.60083,"41-25",1984,"07/21/198417:00",111,110,6.8,9.3,198401,29,763.3726,67.0312,7.8329,634.9404,30.4854,0,0.1093,0,1.3492,0,0,0,1.2763,0,0,16.4825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"35",53.397,-165.85633,"50-27",1984,"07/24/198421:00",410,600,3.7,11.6,198401,46,503.3796,2.3104,0,0,0,0,0,3.4772,48.3637,0,0,29.5822,0,0,0,0,0,0,0,0.258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3987,376.9704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"36",53.41367,-165.90333,"50-27",1984,"07/24/198419:00",310,421,4.2,10,198401,45,86.5955,1.2042,0,0,0,5.3936,0.0634,1.6352,44.2644,0,0,27.7222,0,0,0,0,0,0,0,2.1549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"37",53.418,-166.759,"39-27",1984,"07/12/198419:00",10,80,5.5,7.2,198401,102,9.0295,0,1.6272,0,0,0,0,0,0,0,0,0,0,0,0,2.3621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"38",53.421,-165.83267,"50-27",1984,"07/24/198414:00",410,545,-9999,9.6,198401,157,89.845,0,0,0,0,0,0,1.213,22.1136,0,0,5.5985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.8522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"39",53.43867,-165.878,"50-28",1984,"07/24/198413:00",310,369,-9999,10.5,198401,156,10.436,0,0,2.2593,0,0.6992,0,0.1613,1.829,0,0,1.291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1836,0,0,0,0,0,0,0,0
"40",53.46933,-165.8715,"50-28",1984,"07/24/198417:00",210,260,5.1,10.1,198401,44,133.1272,15.5195,0,32.9247,4.4424,2.5857,1.0412,0.1966,14.056,22.6574,0,19.2562,0.9024,0,0,14.3683,0,0,4.5002,0.1677,0,0.0579,0.0289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0289,0,0,0,0,0,0,0,0
"41",53.48133,-165.84583,"50-28",1984,"07/24/198412:00",210,273,-9999,10.5,198401,155,57.0366,3.5769,0,19.4311,2.3201,3.0935,0.7734,0,2.5134,9.4739,0,13.7275,0,0,0,0,0,0,0.2901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"42",53.49467,-165.90483,"50-29",1984,"07/24/198410:00",111,179,-9999,9.8,198401,154,440.7374,0,0,432.2466,2.4095,3.6719,0.172,0,0,0.2294,0,0,0,0,0,1.8358,0,0,0.1148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0574,0,0,0,0,0,0,0,0
"43",53.515,-166.30917,"45-29",1984,"07/25/198415:00",111,123,-9999,9.4,198401,162,315.1685,42.6053,21.1519,220.362,1.7082,0.9043,0.5024,0,8.6417,1.0551,0,0,0.1506,0,0,6.6319,0,0,1.9091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4019,0,0,0,0,0,0,0,0,0,0,0.5024,0,0,0,0,0,0,0,0,0,0,0,0,0
"44",53.52267,-165.91083,"50-30",1984,"07/24/198408:00",111,134,-9999,9.9,198401,153,2200.7049,36.8733,0,2105.9515,45.4437,0,0,0,7.721,0,0,0,0,0,0,4.2907,0,0,0.4247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"45",53.53567,-166.05917,"48-30",1984,"07/25/198401:00",111,102,6.1,10.3,198401,48,84.6561,1.8775,4.6528,6.0257,8.5858,0,0,0,0.7198,2.0185,0,0,0.3265,0,0,3.4284,0,0,54.2456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1782,0,0,0,1.5509,0,0,0,0,1.0464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"46",53.55267,-165.8645,"50-30",1984,"07/24/198416:00",111,110,5.8,10,198401,43,7.2133,1.0358,0,0,3.0336,0,0,0,0,0,0,0,0,0,0,1.8217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8594,0,0,0,0,0,0,0,0,0,0,0,0,0
"47",53.607,-166.06033,"48-32",1984,"07/25/198414:00",111,99,-9999,9.8,198401,161,38.5426,10.0509,16.3673,0,0,0,0,0,0,0.0105,0,0.529,0,0,0,8.4639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0529,0,0,0,0,0,0.4231,0,0,0,0,0,0,0,0,0,0,0,0,0
"48",53.6175,-164.89583,"62-32",1984,"07/26/198423:00",410,536,-9999,11,198401,59,154.5824,0,0,0,0,0,0,3.7339,73.2479,0,0,32.0552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.4496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"49",53.639,-166.30183,"45-33",1984,"07/13/198407:00",10,86,5.8,9.7,198401,103,38.1755,6.5059,8.8295,2.2073,7.0868,0.4646,0,0,0,0,0,0,0.4646,0,0,10.9208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"50",53.64083,-164.72817,"64-32",1984,"07/26/198413:00",410,530,-9999,-9999,198401,166,13.8258,0,0,0,0,0,0,0,5.5819,0,0,1.2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.1829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"51",53.6565,-165.36367,"56-33",1984,"07/14/198420:00",210,234,-9999,8.4,198401,2,361.1211,31.6626,4.4566,44.0445,16.6464,23.5288,0.4281,0,187.0779,19.4729,0,16.8878,0.7739,0,0,6.8824,0,0,3.6004,0,0,0.0275,0.0275,0,3.3096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6421,0,0,0,0,0.1318,0,0,0
"52",53.66167,-164.6755,"64-33",1984,"07/26/198412:00",310,393,-9999,11.4,198401,165,21.6761,0,0,0,0,0.3658,0,0.2744,5.4877,0,0,3.9327,0,0,0,0,0,0,0.0915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0426,0,0,0,0,0,0,0,0
"53",53.6685,-164.86033,"62-33",1984,"07/26/198422:00",310,335,-9999,10.4,198401,58,158.624,4.8553,0,0,0,16.0204,0,0.1517,58.4624,4.9338,0,27.4367,0,0,0,0,0,0,0,2.5951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5337,0,0,0,0,0,0,0.1779,0,0,0,0,0,0,0,0,0,0,0,0,0,38.9313,0,0,0,0,0,0,0,0
"54",53.694,-165.27317,"57-34",1984,"07/25/198410:00",210,227,-9999,11.1,198401,160,192.3741,3.8688,0,105.327,2.7082,29.4026,0.5804,0,14.1209,11.7997,0,15.3783,0,0,0,0.3868,0,0,3.9654,0,0,0,0.3868,0,1.2574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2902,0,0,0
"55",53.69967,-165.886,"50-34",1984,"07/13/198409:00",10,123,6.2,6.8,198401,104,127.7392,46.1646,19.2163,13.9831,8.5337,1.4394,7.5056,0,0,0,0,0,0.2056,0,0,29.8168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"56",53.70033,-164.685,"64-34",1984,"07/26/198410:00",210,229,-9999,10.8,198401,164,450.3264,4.3725,0,364.7687,0.8784,26.6982,1.3127,1.3127,23.8508,17.0652,0,4.8164,0,0,0,0,0,0,2.1912,0,0,0,0,0,2.4033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"57",53.70367,-164.87767,"62-34",1984,"07/26/198420:00",210,252,-9999,10.7,198401,57,415.9479,0.3705,0,157.4274,2.2757,69.7468,0.1815,0,154.7811,2.7218,0,22.4551,0,0,0,0,0,0,0.3705,0.1437,0,0,0.0378,0,4.8842,0,0,0,0,0,0,0,0,0,0,0,0,0,0.257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1133,0,0,0,0,0,0,0,0
"58",53.714,-164.62633,"65-34",1984,"07/26/198408:00",111,190,-9999,11,198401,163,1681.9761,5.3699,0,1589.26,2.685,13.8242,0,0,39.1565,18.625,0,0,0,0,0,0,0,0,13.0555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"59",53.733,-164.8685,"62-35",1984,"07/26/198418:00",111,179,-9999,10.4,198401,56,111.382,4.8018,0.826,41.1679,8.3405,30.544,0.081,0.745,24.2036,0,0,0,0,0,0,0.2348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"60",53.74583,-164.24633,"70-35",1984,"07/25/198400:00",210,271,4.7,11.7,198401,53,3387.6498,12.3769,0,165.065,0,0.6218,0,0.5792,19.3362,3102.3592,0,45.6233,0,0,0,0,0,0,3.7651,1.9848,0,0,0.1619,0,35.6911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
