"area","Mean.totalDensity","Median.totalDensity","SD.totalDensity","lower95","upper95","year.numb","year","N.obs.Area","Species"
"2",84.2552946113565,82.3134902587625,18.3600949896271,53.6983387329149,126.117067735468,4,1993,"534","Atheresthes.stomias"
"2",90.7682413664953,87.164645085233,21.9342602694347,58.1161873570581,141.118466132969,5,1996,"534","Atheresthes.stomias"
"2",90.8817825709347,87.304786523729,26.2450504401503,52.1075947185198,150.341438967848,6,1999,"534","Atheresthes.stomias"
"2",108.51131555736,104.769750206305,30.3144519722898,62.303143260753,177.677059150291,7,2001,"534","Atheresthes.stomias"
"2",64.0316863829629,61.7819864298812,17.5743629294659,36.7965068019479,105.624135459995,8,2003,"534","Atheresthes.stomias"
"2",81.0116085765868,79.0274713145936,19.6785523575364,49.7836728359554,124.000141672441,9,2005,"534","Atheresthes.stomias"
"2",134.885573575745,128.765750067218,35.4148092061631,78.816769691244,216.8898571237,10,2007,"534","Atheresthes.stomias"
"2",81.2499933931304,80.3069819069959,15.6795036187678,55.0565416958909,114.633728232047,11,2009,"534","Atheresthes.stomias"
"2",59.3021091242313,58.3488744472427,11.0993430012989,41.1440562479177,83.8877046776425,12,2011,"534","Atheresthes.stomias"
"2",35.9933601155996,34.832487235887,7.77307428279139,23.3289274111067,53.9973535121303,13,2013,"534","Atheresthes.stomias"
"2",40.021336397215,39.2302532044467,7.78492583785391,26.9332695395647,57.3521255342988,14,2015,"534","Atheresthes.stomias"
"3",64.4349490090491,62.3464899222698,13.6475978459199,42.3120578106538,95.6402655979235,1,1984,"455","Atheresthes.stomias"
"3",65.9828541489271,63.4396670851964,16.1059653688055,40.542591952337,101.261454315622,2,1987,"455","Atheresthes.stomias"
"3",111.171240904187,107.864817613914,25.9752318212907,70.6870898683212,170.623502753675,3,1990,"455","Atheresthes.stomias"
"3",79.5692820388272,78.2732861004788,14.6308988324674,54.1018352853602,112.223287451372,4,1993,"455","Atheresthes.stomias"
"3",80.2989360106027,77.906144090471,16.6415877925992,53.3495722194719,119.875299752463,5,1996,"455","Atheresthes.stomias"
"3",112.893792742296,108.281618817283,29.8513531745971,66.8772066075958,185.670328717509,6,1999,"455","Atheresthes.stomias"
"3",103.242995828447,100.246687378713,25.7219297596173,63.0595899462042,160.668838374548,7,2001,"455","Atheresthes.stomias"
"3",72.6605208683194,70.4417834295865,16.5298133448245,46.159430265874,110.303862332474,8,2003,"455","Atheresthes.stomias"
"3",85.7677117775668,84.0456601115965,19.0483187911548,54.7395969047761,126.615966915568,9,2005,"455","Atheresthes.stomias"
"3",134.761623621735,131.460256702208,31.6664825763935,82.5635972608821,200.236571410663,10,2007,"455","Atheresthes.stomias"
"3",85.984573827966,85.2155882729724,14.1925203729706,61.7935466823598,116.228933710507,11,2009,"455","Atheresthes.stomias"
"3",78.1010655714795,76.5153511258552,15.2036344420749,53.5508742217029,112.597411925065,12,2011,"455","Atheresthes.stomias"
"3",52.5844550007707,51.5031402843395,10.8461602747799,35.0446112906759,77.4637701542123,13,2013,"455","Atheresthes.stomias"
"3",50.4770593097315,49.1323815623518,10.0928789851226,34.0401295818703,72.6151245405232,14,2015,"455","Atheresthes.stomias"
"4",72.0645328751571,70.5595736531866,15.6053785801021,46.4908624679857,105.718191012815,1,1984,"338","Atheresthes.stomias"
"4",58.6666675227897,57.9675315385943,9.74195851379805,41.355205330012,79.4457458821086,2,1987,"338","Atheresthes.stomias"
"4",81.6431627608212,80.4777269041483,13.9729191748612,58.2872355005412,111.037371733858,3,1990,"338","Atheresthes.stomias"
"4",70.1781369732582,69.4660903330046,11.0323046444106,50.5091495448064,93.6562587160243,4,1993,"338","Atheresthes.stomias"
"4",66.063765462654,65.0871892244321,10.5750544849985,47.6259127489924,90.6389391528749,5,1996,"338","Atheresthes.stomias"
"4",92.9740823657702,89.8109606035752,22.8211346834167,57.4924683520095,148.184577633017,6,1999,"338","Atheresthes.stomias"
"4",76.221489629353,74.4265243783601,17.8687235828601,47.2477734950051,116.775912541663,7,2001,"338","Atheresthes.stomias"
"4",60.560003524733,58.8229138440467,12.7511291282493,38.9331500159363,88.964226794671,8,2003,"338","Atheresthes.stomias"
"4",65.2305449548995,63.9899041913262,14.0330754676953,42.9536338605201,97.269565589258,9,2005,"338","Atheresthes.stomias"
"4",92.5179980311919,89.9996701110592,20.1616580938716,59.088927870606,137.711314457516,10,2007,"338","Atheresthes.stomias"
"4",66.5047196837178,66.0264404688427,9.65148223777771,49.2738878359068,87.7068891859477,11,2009,"338","Atheresthes.stomias"
"4",63.3537986413956,62.7727378468667,10.6579397990287,45.3424379163925,85.9853303277158,12,2011,"338","Atheresthes.stomias"
"4",45.413930276141,44.7527111899724,7.70308718044549,32.1533488791909,62.7680883687227,13,2013,"338","Atheresthes.stomias"
"4",42.9641402516859,42.4440767795578,6.71122601438918,31.4732283522924,57.4005662403482,14,2015,"338","Atheresthes.stomias"
"5",82.9341457159756,80.8586700081047,18.5133789779651,52.0958050890254,122.838962667895,1,1984,"525","Atheresthes.stomias"
"5",60.7184923397424,60.1454258154653,9.58259975298404,44.1876863006807,80.8615525560376,2,1987,"525","Atheresthes.stomias"
"5",77.9802866310595,76.5096049796574,12.9498805799466,55.821406713517,104.891191145674,3,1990,"525","Atheresthes.stomias"
"5",80.9678429674899,79.8443577429379,13.5230478500731,59.2213939225544,111.833883539405,4,1993,"525","Atheresthes.stomias"
"5",86.761442229025,85.8069307146418,13.2731905620412,63.8999108101623,114.566580220138,5,1996,"525","Atheresthes.stomias"
"5",119.921255046155,116.116756778646,28.6740634554399,73.9951349437159,187.344742042533,6,1999,"525","Atheresthes.stomias"
"5",81.5071881742352,80.0717298945584,19.4391800827818,49.0916121676635,123.03430448423,7,2001,"525","Atheresthes.stomias"
"5",77.4128280972718,75.645044846338,16.512729474699,49.5797135602037,114.940265839801,8,2003,"525","Atheresthes.stomias"
"5",75.0616140602449,73.8247518329377,16.1991405685407,48.3436539607453,111.028020639415,9,2005,"525","Atheresthes.stomias"
"5",90.7238409952401,89.1387094517297,20.3753780539458,57.5787694859173,138.876804399027,10,2007,"525","Atheresthes.stomias"
"5",66.1675726340923,65.5014633491412,9.36710073455939,49.568830089904,85.7143375292843,11,2009,"525","Atheresthes.stomias"
"5",65.2834684029154,64.921679186398,9.72518649384199,47.8907093018522,86.626073785161,12,2011,"525","Atheresthes.stomias"
"5",47.722223600892,47.2165389476097,8.12533589966404,33.77821915279,65.471403961319,13,2013,"525","Atheresthes.stomias"
"5",45.2992983142074,44.6414772855488,7.17590778605423,32.8180174458631,61.428250107309,14,2015,"525","Atheresthes.stomias"
"6",59.2087497175807,58.2674131223511,11.586760834001,39.571041569202,86.6266144429363,1,1984,"1143","Atheresthes.stomias"
"6",42.7539754829223,42.0391100944183,7.88046485831712,29.9781985952303,59.3417690264983,2,1987,"1143","Atheresthes.stomias"
"6",56.5811126580838,55.6094823131719,10.4068623778527,39.4216019523141,80.1236112552745,3,1990,"1143","Atheresthes.stomias"
"6",66.7801011045136,65.6872319921462,11.7318427515914,47.8826715435796,93.6161536924019,4,1993,"1143","Atheresthes.stomias"
"6",64.8328353804581,63.7391785095543,11.1639433102186,46.1060449911133,88.2488451588778,5,1996,"1143","Atheresthes.stomias"
"6",64.1946614905715,62.2500910951934,15.8148290919168,39.177438974805,99.6882652240949,6,1999,"1143","Atheresthes.stomias"
"6",43.4573628293821,42.2757678348127,10.7278944393133,25.5092213985418,68.2688683821901,7,2001,"1143","Atheresthes.stomias"
"6",47.3403450183217,46.3235096339682,10.7977515632623,29.514287396674,71.7154194358395,8,2003,"1143","Atheresthes.stomias"
"6",43.8974902078749,42.7847080781211,9.81122859416631,27.7283009357401,66.8396921474039,9,2005,"1143","Atheresthes.stomias"
"6",59.0966951012752,57.4710685689454,12.8696092859441,38.458597188837,87.8467815682274,10,2007,"1143","Atheresthes.stomias"
"6",48.2618362906512,47.8605165019231,7.21469072494039,35.5995674660426,63.1067181662298,11,2009,"1143","Atheresthes.stomias"
"6",28.1229480819746,27.8270911747558,4.27346759072265,20.4985134357252,36.8042573163018,12,2011,"1143","Atheresthes.stomias"
"6",20.7356395399481,20.2129762295663,3.92368320951659,14.2850178196038,29.8863648597989,13,2013,"1143","Atheresthes.stomias"
"6",21.5915989045788,21.3473111795964,3.86297870562174,15.3579355879671,29.9253025252659,14,2015,"1143","Atheresthes.stomias"
"7",62.9417061990471,62.2664874566193,8.78693143589639,47.0594743064235,81.7495976294821,1,1984,"3784","Atheresthes.stomias"
"7",54.0032516580298,53.2660398283169,7.34753377199138,41.0857754628663,70.35662912747,2,1987,"3784","Atheresthes.stomias"
"7",94.3912503818026,93.7311025289173,12.0031498580047,73.6048500575016,119.097502528155,3,1990,"3784","Atheresthes.stomias"
"7",85.6941236250588,85.2458405765689,11.3240888206439,65.1429742902666,109.894616573023,4,1993,"3784","Atheresthes.stomias"
"7",70.0083615514632,69.4027827393729,9.78220120506601,52.3269393506757,90.4508557425468,5,1996,"3784","Atheresthes.stomias"
"7",71.087146418457,69.350916467462,16.0506462194073,45.0835452421256,107.403847331156,6,1999,"3784","Atheresthes.stomias"
"7",89.7647278332536,86.9344695558241,21.1475056954876,54.9162913144623,139.002233319874,7,2001,"3784","Atheresthes.stomias"
"7",142.555307306212,139.097074115626,29.8837065124974,95.0170328306947,208.948327976022,8,2003,"3784","Atheresthes.stomias"
"7",84.2228212310865,81.4281324663067,17.9168474861869,54.7871523932528,125.512250933458,9,2005,"3784","Atheresthes.stomias"
"7",131.637595287081,129.292329736216,25.0450206037907,89.4572939700029,187.429581874311,10,2007,"3784","Atheresthes.stomias"
"7",91.9118783791576,90.8555610761819,11.7739711906779,73.3265211839909,118.61317196095,11,2009,"3784","Atheresthes.stomias"
"7",70.6356777317232,69.5476628373618,10.9945026281416,52.5859345229134,95.235734797881,12,2011,"3784","Atheresthes.stomias"
"7",62.9607593122253,62.1155740366573,10.141171919041,45.902797783191,84.5108554976539,13,2013,"3784","Atheresthes.stomias"
"7",62.3132784545909,61.2738568778752,8.52188536180171,47.786095769897,80.6992871311646,14,2015,"3784","Atheresthes.stomias"
"8",24.7270504020377,24.384180367656,3.957379998859,17.8880205638656,32.9150503144084,1,1984,"933","Atheresthes.stomias"
"8",21.6467362576493,21.3763634517812,3.3325830287082,16.0589497245457,28.8936572926928,2,1987,"933","Atheresthes.stomias"
"8",45.0338563397346,44.201074890916,6.85273924819537,33.5269798556508,60.4651204248397,3,1990,"933","Atheresthes.stomias"
"8",49.844382182825,49.3032983752649,7.35652386397411,37.1711927041642,66.2137584660405,4,1993,"933","Atheresthes.stomias"
"8",33.1895033855539,32.6216072351232,5.79994758204542,23.8405787398242,45.891425759476,5,1996,"933","Atheresthes.stomias"
"8",29.7155391541796,28.8182284411137,7.208020172848,17.9290671281759,46.842820106754,6,1999,"933","Atheresthes.stomias"
"8",35.0062793698315,33.800931139078,9.43702130087669,20.4014806166136,55.5482759160754,7,2001,"933","Atheresthes.stomias"
"8",34.9951898923107,33.6988915402793,9.04111292828564,21.1598570112218,56.0858204731794,8,2003,"933","Atheresthes.stomias"
"8",31.2141209177332,30.181291785383,7.55383031256913,19.3835510606407,48.9838329817183,9,2005,"933","Atheresthes.stomias"
"8",49.0785531167861,47.7884118554256,12.2252362706818,29.4815492298904,76.4213375616538,10,2007,"933","Atheresthes.stomias"
"8",48.4205974807876,47.5670591550928,9.07353621371262,34.3975539140001,69.7942663912373,11,2009,"933","Atheresthes.stomias"
"8",67.3786748042773,66.346674177118,11.3801904145593,48.1546251729262,93.3907443294644,12,2011,"933","Atheresthes.stomias"
"8",55.7773110253065,54.9497661337679,9.9585090191953,39.796750962134,77.0238250802678,13,2013,"933","Atheresthes.stomias"
"8",46.3916092934509,45.2631142938847,9.00693045994863,31.8795286043596,66.6337445988083,14,2015,"933","Atheresthes.stomias"
"9",22.9260406135911,21.9931625049088,5.84547861639894,13.7701890993687,36.4234196548558,1,1984,"1960","Atheresthes.stomias"
"9",20.4340724601925,20.069348227663,4.63136602840363,12.802378149354,30.7400623083993,2,1987,"1960","Atheresthes.stomias"
"9",36.6494128619255,36.1269428089581,7.61453921580167,24.4987799659276,54.336962678084,3,1990,"1960","Atheresthes.stomias"
"9",51.6943911625962,50.7393689044395,10.1801826074117,35.404592346541,73.8643322902475,4,1993,"1960","Atheresthes.stomias"
"9",33.3389851376797,32.5980443484891,6.05153678455496,23.4800225728764,46.3290896778853,5,1996,"1960","Atheresthes.stomias"
"9",25.0400441270396,24.0982656041055,7.10218845319037,14.2306010291987,41.9851945148519,6,1999,"1960","Atheresthes.stomias"
"9",26.5759847308651,24.8291162447951,10.1219169228383,12.6566903697419,52.8643135432931,7,2001,"1960","Atheresthes.stomias"
"9",22.7674769956048,21.7903954267846,6.01720457854943,13.2978490822254,36.0504581151507,8,2003,"1960","Atheresthes.stomias"
"9",21.8087346876465,20.7747526552011,6.30230696850046,12.2553742243221,36.2449311945355,9,2005,"1960","Atheresthes.stomias"
"9",38.5592445628152,36.5666462343226,11.4953653235143,21.7026673841778,67.2986596829947,10,2007,"1960","Atheresthes.stomias"
"9",48.323272874218,46.5361930044736,11.5361075365015,30.1242518751511,76.1574778731492,11,2009,"1960","Atheresthes.stomias"
"9",69.5139578023227,67.1283518488897,17.5648259878437,42.2547687003033,110.183202859148,12,2011,"1960","Atheresthes.stomias"
"9",77.950795847956,75.6497407387873,19.1904632098622,47.8177161425151,119.419403424206,13,2013,"1960","Atheresthes.stomias"
"9",55.0767809801206,53.1714635788564,13.9993306587657,33.3396798874372,88.3564209273631,14,2015,"1960","Atheresthes.stomias"
"Total",49.2174842318035,48.9450098325049,4.40971912594917,41.2238294993793,58.0850538779187,1,1984,"11763","Atheresthes.stomias"
"Total",44.4503884126134,44.2005031312144,3.94687475862635,37.2862696786451,52.512029227685,2,1987,"11763","Atheresthes.stomias"
"Total",80.8710585041983,80.6219584279086,6.89689991873154,68.024932780643,94.7838692869614,3,1990,"11763","Atheresthes.stomias"
"Total",72.5543843108326,72.2916718405569,5.80740484518609,61.9428813715288,84.6137504510288,4,1993,"11763","Atheresthes.stomias"
"Total",62.291346535665,62.2665232779817,4.97689537276493,53.2173687858895,72.7891021067647,5,1996,"11763","Atheresthes.stomias"
"Total",62.5844843537301,61.2498333873109,11.94759056023,43.3059187942029,88.7720442381648,6,1999,"11763","Atheresthes.stomias"
"Total",73.001293690428,71.8180082683071,14.4300370728269,48.0522197613494,103.927876174973,7,2001,"11763","Atheresthes.stomias"
"Total",77.6395836584849,76.2301713366711,14.1063524383309,53.7701219399843,108.742401857738,8,2003,"11763","Atheresthes.stomias"
"Total",62.7911392658095,61.5498053257985,11.5920985446577,43.1426454024031,86.6834276428943,9,2005,"11763","Atheresthes.stomias"
"Total",88.4289581195721,86.9077949242072,14.9619498702206,62.8650742121415,121.902658494564,10,2007,"11763","Atheresthes.stomias"
"Total",66.6947966669772,66.457922531284,5.36128337487706,57.1445665248608,77.9728192110812,11,2009,"11763","Atheresthes.stomias"
"Total",59.7855967341498,59.5726460157189,5.51297963285869,50.0521261600761,70.9094382177504,12,2011,"11763","Atheresthes.stomias"
"Total",50.5953405079764,50.3246743995848,5.18607778760229,41.4543809870742,61.0738632434276,13,2013,"11763","Atheresthes.stomias"
"Total",47.682493249534,47.5922260058803,4.335977990423,40.0756149395283,56.604260827244,14,2015,"11763","Atheresthes.stomias"
"1",14.3999663454474,14.2705236583393,1.90496262995943,10.9138870186385,18.4548896268795,1,1984,"2091","Hippoglossus.stenolepis"
"1",19.2087142748875,19.1056131165061,2.29301525463422,15.153908615138,23.9508192113743,2,1987,"2091","Hippoglossus.stenolepis"
"1",16.2696561413834,16.1008974098612,2.22131827180531,12.3015481701109,20.7143518629442,3,1990,"2091","Hippoglossus.stenolepis"
"1",16.1867568384749,16.1114466598751,1.97236896807193,12.7536353035614,20.1724239384361,4,1993,"2091","Hippoglossus.stenolepis"
"1",21.293434386737,21.0621225511793,2.69130474088481,16.8791945318898,27.3773577898378,5,1996,"2091","Hippoglossus.stenolepis"
"1",22.8422617494348,22.7845524731189,2.7952501251995,17.9584780380107,28.9590417618101,6,1999,"2091","Hippoglossus.stenolepis"
"1",18.234509215372,18.0016489178924,2.92080947904184,13.1430511100262,24.5798873204798,7,2001,"2091","Hippoglossus.stenolepis"
"1",24.4927530786258,24.397948997268,3.31569485758524,18.4379808581179,31.8030829024261,8,2003,"2091","Hippoglossus.stenolepis"
"1",16.619080911399,16.5195419633037,2.25749535861609,12.6955216959049,21.3455398985532,9,2005,"2091","Hippoglossus.stenolepis"
"1",14.1898814156337,14.0355741352473,2.03281856283864,10.5807491778056,18.2950600979163,10,2007,"2091","Hippoglossus.stenolepis"
"1",14.4842090896608,14.3914814202844,1.84462525965252,11.1625331957827,18.4807716750802,11,2009,"2091","Hippoglossus.stenolepis"
"1",13.6321982950792,13.5171391449779,1.87709053502023,10.3295886412179,17.6333677362516,12,2011,"2091","Hippoglossus.stenolepis"
"1",9.63157101926731,9.52787846362272,1.5124694627997,6.95631366907089,13.0552007306197,13,2013,"2091","Hippoglossus.stenolepis"
"1",11.2652439841933,11.1683599449232,1.63458608000791,8.36347034178556,14.7196949142703,14,2015,"2091","Hippoglossus.stenolepis"
"2",23.9556963625569,23.5889806754655,3.58973879943013,18.1307377131233,31.4536028163528,1,1984,"534","Hippoglossus.stenolepis"
"2",22.5241295279989,22.3237741945821,3.28922188882609,17.180170557731,29.4681043613303,2,1987,"534","Hippoglossus.stenolepis"
"2",17.7372448459997,17.6108803097664,2.73853452775777,12.942296845244,23.8742913682866,3,1990,"534","Hippoglossus.stenolepis"
"2",20.6194948387611,20.405287952484,2.81221713446307,15.9382317986869,26.7440921029214,4,1993,"534","Hippoglossus.stenolepis"
"2",30.6227046930061,30.2323822185018,4.16945554892487,23.2666405610551,39.9682463711063,5,1996,"534","Hippoglossus.stenolepis"
"2",36.3016341833434,36.0911721476074,5.22542823335267,27.4164422549576,47.9280983838148,6,1999,"534","Hippoglossus.stenolepis"
"2",22.8465873966852,22.6726582168458,3.22105508524652,17.147308286191,29.7599669036728,7,2001,"534","Hippoglossus.stenolepis"
"2",26.4751945315399,26.1979194304689,3.39925344653685,20.4812412557157,33.7447745664917,8,2003,"534","Hippoglossus.stenolepis"
"2",25.7135840654515,25.412807228011,3.61730528595343,19.5123184182609,33.4622914105302,9,2005,"534","Hippoglossus.stenolepis"
"2",19.4095957399854,19.1311489040192,2.73058473029561,14.7261925812803,25.3345060907334,10,2007,"534","Hippoglossus.stenolepis"
"2",21.5648896597052,21.4162235877215,3.09429451847198,16.2946798991806,27.9004671059372,11,2009,"534","Hippoglossus.stenolepis"
"2",16.4061315518711,16.2445303333315,2.15733383189269,12.6638434727542,20.7909501224262,12,2011,"534","Hippoglossus.stenolepis"
"2",11.5440166715812,11.3438983941864,1.64181554030362,8.90977626130077,15.128826161691,13,2013,"534","Hippoglossus.stenolepis"
"2",15.1908089068018,14.9884478341296,2.15785942855724,11.5587090019706,19.8750661388866,14,2015,"534","Hippoglossus.stenolepis"
"3",28.3797083325652,28.1502004151283,3.71921944448782,21.8713056603968,36.4771133908118,1,1984,"455","Hippoglossus.stenolepis"
"3",26.7508052915959,26.5610036202951,3.73524585280173,20.0234880952876,34.504664478913,2,1987,"455","Hippoglossus.stenolepis"
"3",21.5424223757756,21.3412753299879,3.41700843319143,15.6622207321731,29.0956648643089,3,1990,"455","Hippoglossus.stenolepis"
"3",27.1830208003553,26.7434528959646,4.35144599871715,19.6025387791822,37.0370961122195,4,1993,"455","Hippoglossus.stenolepis"
"3",37.0795343284984,36.4961042716608,5.96789676211129,26.9390394211163,50.5080636088111,5,1996,"455","Hippoglossus.stenolepis"
"3",46.5431467401176,45.9761617062259,6.40123487091247,35.0605798521791,59.466215143285,6,1999,"455","Hippoglossus.stenolepis"
"3",26.1060498508239,26.0424732796192,3.4523430263108,20.0396938017307,32.9650422590255,7,2001,"455","Hippoglossus.stenolepis"
"3",49.2686373535388,49.1499285478507,6.51952267888396,37.9264391263051,63.4681614164529,8,2003,"455","Hippoglossus.stenolepis"
"3",49.7241491243173,49.1669384903849,7.06778816750531,37.587323775859,65.1932545155676,9,2005,"455","Hippoglossus.stenolepis"
"3",27.0660921588295,26.6741108753261,4.03491985469305,20.2479634188626,36.0192936596605,10,2007,"455","Hippoglossus.stenolepis"
"3",30.0815483398427,29.827879230617,4.39850998970048,22.7178402998522,39.9319326758859,11,2009,"455","Hippoglossus.stenolepis"
"3",18.7976210985822,18.5426951325197,2.68568896555473,14.3893234498543,25.0380511148103,12,2011,"455","Hippoglossus.stenolepis"
"3",12.7392451419862,12.5519507558875,2.01369927472474,9.42609239183311,17.0369229923269,13,2013,"455","Hippoglossus.stenolepis"
"3",21.6803796858135,21.4546646244776,3.15873393340304,16.2164615248542,28.5306441743317,14,2015,"455","Hippoglossus.stenolepis"
"4",29.9542583379719,29.6962623128738,4.37631731432325,22.201805029629,39.5710641024565,1,1984,"338","Hippoglossus.stenolepis"
"4",27.7551185604492,27.5452491625519,4.0350155505859,20.5658974599722,36.7600295240134,2,1987,"338","Hippoglossus.stenolepis"
"4",23.9181969539405,23.4795199406147,4.34129325607986,17.1852213878127,34.0485579442549,3,1990,"338","Hippoglossus.stenolepis"
"4",31.9011732974134,31.3467175505794,5.81974564650613,22.3056867817838,44.7535544238071,4,1993,"338","Hippoglossus.stenolepis"
"4",43.1574722440814,42.1927274006722,8.17474146887806,29.3221102951369,61.0499871458934,5,1996,"338","Hippoglossus.stenolepis"
"4",55.6689177446414,54.9836570159552,8.87907348872919,40.5944228116433,74.4845782038109,6,1999,"338","Hippoglossus.stenolepis"
"4",30.9215334817524,30.6709739462574,4.64266314347291,22.4154389148008,40.8246772735342,7,2001,"338","Hippoglossus.stenolepis"
"4",72.993629331181,71.9466568805353,11.1205377994382,53.9041250370081,96.3002518112603,8,2003,"338","Hippoglossus.stenolepis"
"4",69.5597864110194,68.6331266987916,9.34356995796358,54.0121553045816,88.4189468656141,9,2005,"338","Hippoglossus.stenolepis"
"4",32.3104837928493,31.8241897797284,4.82945527422928,24.1860519532706,43.2458450540876,10,2007,"338","Hippoglossus.stenolepis"
"4",37.1538724748283,36.7210721819821,5.05506722551439,28.2727968724293,48.1234450011985,11,2009,"338","Hippoglossus.stenolepis"
"4",21.2331888933378,20.8791386099506,3.19103411895657,15.8706402142634,28.2206407613798,12,2011,"338","Hippoglossus.stenolepis"
"4",13.9127998790239,13.7877883596388,2.12245773697931,10.2063736502828,18.6987160187303,13,2013,"338","Hippoglossus.stenolepis"
"4",23.2449257207485,23.013520022727,3.08199357996255,17.8856110488303,30.1808050680363,14,2015,"338","Hippoglossus.stenolepis"
"5",26.9065091164771,26.7327516129631,4.18901455235254,19.681348704126,36.6163790630123,1,1984,"525","Hippoglossus.stenolepis"
"5",24.0464635780456,23.6923829818923,3.45142061551208,18.0123530763611,31.816512460291,2,1987,"525","Hippoglossus.stenolepis"
"5",21.7692961775594,21.3689275098314,4.04316193920319,15.2999253443699,31.2042846953213,3,1990,"525","Hippoglossus.stenolepis"
"5",30.4429075545961,29.7203467200969,5.76368295458041,20.9374361373449,43.8648042999978,4,1993,"525","Hippoglossus.stenolepis"
"5",39.5030657243969,38.5461552961333,7.66318057414673,26.7889215456087,56.6305473539983,5,1996,"525","Hippoglossus.stenolepis"
"5",47.828523540522,47.0700574928728,8.07465905370871,34.503194107984,65.0060389311173,6,1999,"525","Hippoglossus.stenolepis"
"5",26.474762757007,26.1473493932211,4.12203789618782,19.3724075539149,35.17813184107,7,2001,"525","Hippoglossus.stenolepis"
"5",65.040789653139,63.8142180570914,10.4741602477262,47.0408337254174,87.405053790961,8,2003,"525","Hippoglossus.stenolepis"
"5",61.1656909508598,60.2876730396671,8.50161447602026,47.3558668405552,79.3763788722351,9,2005,"525","Hippoglossus.stenolepis"
"5",29.0227693674168,28.771186190079,4.37909368801366,21.8197394392144,38.9929618640036,10,2007,"525","Hippoglossus.stenolepis"
"5",36.4116760522749,36.1704016668582,4.71186515182733,28.2621515522141,46.3050477283537,11,2009,"525","Hippoglossus.stenolepis"
"5",20.4122918086812,20.0545309915058,2.8283385528896,15.4955908974884,26.9097163564121,12,2011,"525","Hippoglossus.stenolepis"
"5",12.9415440635075,12.7565957665871,1.95612907272101,9.53402330527601,17.1615634694803,13,2013,"525","Hippoglossus.stenolepis"
"5",20.1774984076254,20.0486118766234,2.59089546617533,15.4331235694573,25.5423116251908,14,2015,"525","Hippoglossus.stenolepis"
"6",34.2752557789195,33.8774860147163,4.43345871288597,26.4640582078909,44.3524453598705,1,1984,"1143","Hippoglossus.stenolepis"
"6",31.3044439188741,30.973873544122,4.3596844260656,23.4467961044919,41.2195175936397,2,1987,"1143","Hippoglossus.stenolepis"
"6",26.4143801931712,26.0902395566278,4.19542150691852,19.1685124541881,35.2205166288417,3,1990,"1143","Hippoglossus.stenolepis"
"6",39.6009830221932,38.9837914791788,5.81214589207705,29.8778066297344,51.9689689240637,4,1993,"1143","Hippoglossus.stenolepis"
"6",44.6720399066447,43.9956673458735,6.66758906256023,33.424317095283,59.229998198857,5,1996,"1143","Hippoglossus.stenolepis"
"6",43.8175246710979,43.2626901942404,6.22828005070471,33.3919583859053,56.6413184055308,6,1999,"1143","Hippoglossus.stenolepis"
"6",20.8783751527609,20.5692111970199,3.0660238538243,15.3025155722218,27.3826035808888,7,2001,"1143","Hippoglossus.stenolepis"
